17
818 975
861 564 871
198 222 -649
535 29 525
336 899 138
952 741 -605
179 829 -41
936 529 891
314 3 342
907 96 625
582 186 -317
174 395 -399
344 594 893
907 387 662
878 941 831
424 790 -11
165 397 514
466 562 -537
153 756 -969
562 942 373
549 295 855
851 431 -83
384 873 -645
473 340 836
605 480 -62
423 660 948
429 99 562
79 583 258
193 747 -872
583 865 974
33 566 -432
254 732 375
517 448 766
527 499 906
785 163 -38
858 815 -230
564 442 -737
317 153 -87
890 573 995
397 506 -327
380 119 -456
59 673 274
931 766 -19
698 797 747
483 106 922
672 351 42
518 592 -209
807 846 -689
917 201 52
320 283 -792
539 197 -244
803 905 -568
359 676 -279
274 420 646
510 140 -496
412 158 -787
139 61 -826
493 656 537
333 536 -344
807 555 944
743 421 -867
887 275 890
191 532 -820
672 838 -458
329 397 304
148 720 -301
805 520 265
535 912 466
315 181 734
757 747 407
368 763 835
161 871 333
472 821 608
306 622 415
487 552 650
563 150 602
499 129 366
646 397 -704
55 698 498
490 397 801
549 538 -530
768 441 231
847 607 -479
768 460 -340
383 601 845
66 522 94
157 480 -116
655 625 -829
2 115 571
92 468 258
946 448 -196
652 67 -593
689 833 -524
354 371 -584
553 710 271
166 234 600
781 744 351
172 664 -727
853 66 496
655 120 897
457 253 -273
685 128 256
916 599 433
472 252 -882
498 482 -246
89 685 -512
935 335 725
656 791 875
381 8 463
202 278 278
331 207 -702
654 579 133
159 929 -903
534 39 -793
798 348 -817
656 706 105
554 794 -683
698 738 615
43 699 34
207 625 905
494 573 79
760 24 748
515 786 -657
104 792 707
53 911 316
547 57 -530
392 93 283
939 412 426
539 207 566
724 333 162
36 816 98
577 461 -59
236 82 -17
317 467 619
890 703 127
355 955 503
817 923 956
791 602 967
774 622 325
927 161 -618
761 948 292
735 948 448
611 285 -548
954 865 72
551 916 -101
785 487 241
180 709 -497
779 785 -831
288 623 -906
517 811 -327
830 45 -782
171 743 -500
752 911 -55
384 6 221
835 140 903
221 698 614
175 344 -644
28 88 57
865 469 414
323 303 -453
932 243 -165
514 198 997
112 578 527
441 704 174
205 902 -69
754 76 775
308 253 418
469 351 626
893 284 101
111 716 -208
308 94 -444
76 612 186
558 148 152
930 884 745
939 720 43
2 736 626
102 403 -589
117 537 -657
158 789 616
337 131 -594
686 597 805
550 364 -543
25 393 -50
801 771 146
220 547 738
604 608 -454
153 297 -31
476 840 424
645 682 241
12 954 -671
712 52 273
545 774 -699
162 694 -949
355 820 -259
213 470 -826
263 605 903
194 162 4
339 643 199
404 69 -885
631 936 262
213 309 -5
452 679 152
100 360 353
755 241 -656
194 915 -598
765 225 0
549 684 511
123 376 345
312 472 672
537 78 -471
897 59 298
174 641 973
470 235 -26
57 668 938
755 535 -248
924 566 480
503 903 -39
514 723 -725
454 250 276
685 131 -522
324 935 54
869 674 347
464 58 -377
746 373 -801
461 830 638
593 152 -402
672 394 201
63 452 -912
613 216 267
424 64 -644
760 641 335
739 339 -665
617 238 -728
811 217 965
443 621 467
130 538 365
950 702 735
505 5 -641
528 194 177
779 367 -911
111 219 -268
724 149 -688
715 307 620
369 541 -913
610 80 160
450 473 546
732 16 -222
720 652 -29
449 759 444
302 871 241
381 665 249
614 899 539
484 258 -733
467 940 -133
238 950 -577
277 438 -308
15 112 -770
479 804 -397
824 127 -509
877 417 -787
745 589 744
700 232 160
758 174 -711
170 153 -175
239 316 -612
626 798 -444
230 548 -712
670 710 640
481 230 986
917 873 -843
279 575 674
324 65 -140
262 29 114
327 700 -117
937 212 -924
80 459 -217
626 560 910
865 930 914
138 77 603
402 713 -14
174 776 124
364 336 -711
68 843 23
450 901 -284
642 64 -504
494 527 304
190 673 59
180 407 746
331 183 642
886 179 741
788 666 -57
487 189 174
261 875 -196
39 610 -448
950 376 -288
13 131 -525
116 593 -894
595 681 -171
174 454 810
455 256 252
17 589 560
870 235 -986
446 351 -797
174 854 -527
26 332 948
615 267 -911
811 900 -578
121 182 924
534 638 -308
301 1 -923
567 5 238
442 522 -772
945 128 852
938 655 212
19 157 -57
832 601 164
368 558 116
563 17 23
102 216 -82
773 448 -53
833 834 778
558 645 988
888 492 -485
629 99 -393
529 956 -155
715 509 793
465 27 366
543 809 947
794 645 -862
405 219 -316
380 434 545
888 600 -533
838 150 458
374 20 -517
303 161 919
805 68 319
89 396 300
488 283 -563
251 110 120
89 613 -983
630 364 -794
188 108 791
913 911 -546
767 211 -976
560 761 -558
30 895 223
614 255 481
63 615 -581
316 666 -428
579 89 -188
130 269 -704
100 719 195
390 721 635
498 718 963
436 865 309
365 941 -550
523 877 -514
723 42 974
345 207 -295
936 385 -363
240 556 -433
732 69 -197
176 934 763
272 397 -970
380 243 -313
551 567 -110
509 110 309
893 497 821
256 87 634
639 621 492
831 809 -650
35 482 503
52 577 -808
586 332 -700
85 735 -662
755 693 -47
923 551 -982
197 916 -714
321 158 920
955 655 -332
354 637 -792
185 345 305
197 599 777
724 118 -260
668 663 -546
918 353 -143
334 955 -678
471 648 417
129 136 -613
412 928 801
839 874 -297
812 921 -420
308 468 98
47 18 -910
797 160 269
673 653 84
283 741 771
898 803 154
193 851 960
58 878 500
464 590 -844
606 444 -139
640 269 -551
214 435 531
173 944 855
418 835 -437
187 807 -232
509 344 -392
266 69 -393
819 921 188
81 223 765
852 831 -726
871 490 -659
647 492 -880
543 49 354
569 437 122
666 358 -81
495 52 887
606 36 747
685 577 337
145 910 437
133 723 242
426 439 -417
800 110 129
604 623 503
841 201 843
676 648 466
897 57 -47
425 674 -171
261 760 -529
186 438 392
214 32 518
443 948 954
231 649 590
882 625 -230
502 826 13
824 747 916
287 467 102
324 802 -860
759 744 -948
330 328 -842
900 760 -775
825 596 276
424 363 429
659 377 697
744 374 630
915 442 -400
195 16 161
225 210 887
79 243 -45
340 870 -740
942 487 -474
364 109 -727
703 565 24
733 659 618
414 621 577
325 157 -846
735 298 108
221 91 -636
619 370 -892
203 695 840
206 623 -513
767 150 516
734 601 -145
911 10 -884
494 56 -349
775 159 849
428 588 122
345 509 -367
763 255 420
74 340 560
531 25 904
546 494 599
691 58 723
830 52 282
399 507 147
639 916 860
110 889 -90
173 494 649
841 875 -508
742 417 359
156 788 -637
146 459 -349
842 850 -10
689 684 570
235 677 -793
643 460 106
848 951 387
657 79 919
224 831 717
664 651 643
651 630 43
342 423 -635
59 505 677
231 127 288
479 725 615
858 120 350
912 844 -271
409 643 -922
465 297 -113
667 850 847
781 774 564
791 292 523
39 19 803
487 902 -724
786 471 332
114 442 -104
711 51 109
924 897 283
422 458 -269
346 868 -616
123 639 -876
603 581 -781
588 107 -506
425 121 -899
80 623 431
886 533 -797
533 296 624
913 495 870
320 631 978
940 560 -47
121 551 -207
713 284 -960
485 865 473
110 413 -30
696 500 922
761 232 -320
855 369 506
664 502 -403
510 679 -565
480 131 958
8 574 -218
406 301 767
419 245 246
385 794 759
830 928 485
588 430 -416
834 829 200
934 804 460
148 116 34
382 758 -89
296 939 767
386 613 323
75 130 -251
205 242 -823
31 810 250
940 528 -639
349 751 30
327 175 -228
351 40 513
2 725 823
396 113 -82
480 704 -617
694 944 -2
454 293 607
558 177 648
111 944 -433
378 929 -400
588 618 600
468 544 746
836 787 84
836 896 980
856 228 329
898 341 -804
952 936 -319
697 464 687
633 376 785
589 915 236
599 389 -487
468 690 -160
410 321 46
424 175 -299
780 389 -708
748 651 365
101 183 621
876 369 773
27 701 -355
52 597 753
485 294 -979
54 448 395
213 832 -961
425 523 838
84 97 -24
265 8 566
918 812 -961
647 941 -418
901 786 -756
376 857 -505
123 539 -281
237 127 155
584 390 -608
97 129 704
399 323 338
270 649 -490
146 731 513
853 222 626
650 810 -154
186 408 201
940 312 769
149 760 201
802 862 603
804 593 862
310 897 462
544 286 956
852 775 -254
296 802 -684
642 484 -390
775 927 569
612 295 632
701 855 967
234 832 370
579 13 645
503 120 -1000
691 497 149
88 858 305
168 837 15
805 43 22
99 892 -792
697 651 92
202 42 556
326 386 -640
761 867 -317
173 263 -860
859 141 -23
7 386 -922
872 264 -623
382 145 115
126 523 307
558 931 258
665 719 -878
288 124 -404
622 103 291
865 233 639
645 791 522
257 789 -207
425 790 -907
313 799 -115
928 389 964
864 755 737
17 838 750
945 716 -428
368 66 -647
456 633 -670
835 943 -388
633 418 -423
750 903 885
294 461 -386
434 495 208
478 477 737
374 116 -648
656 526 -791
482 743 189
229 448 785
736 768 274
218 824 103
549 484 -413
148 432 -656
87 820 528
216 215 -723
238 199 -755
532 149 528
779 613 -111
115 460 557
615 119 858
590 236 331
371 683 -327
677 845 -664
833 197 -518
172 627 457
494 702 490
736 170 -151
728 757 -240
222 557 -877
475 490 -327
841 188 412
671 185 622
278 1 822
550 120 -857
71 426 -487
366 365 104
651 158 635
917 231 -410
349 539 -475
51 431 472
556 909 -557
239 182 -536
717 410 379
908 578 -963
397 213 -313
726 821 -755
438 21 249
60 191 520
512 73 -83
30 631 392
293 571 -393
491 376 -351
815 68 -387
382 547 -821
426 200 77
164 768 -627
778 819 -367
569 626 476
800 42 -848
142 722 -98
378 300 897
519 541 -128
48 166 407
722 81 252
88 692 349
629 925 339
787 143 -916
647 830 682
667 601 452
451 279 -377
568 552 431
445 666 -717
289 616 729
90 52 8
739 681 -825
388 638 860
954 569 -628
148 617 -244
555 450 848
749 409 -611
833 67 584
830 223 202
486 555 539
309 928 -860
316 336 -222
194 483 -292
188 610 202
492 741 742
874 892 668
874 538 -88
694 301 -420
796 254 96
489 593 -905
878 703 401
811 281 109
619 622 -353
105 175 222
952 12 -521
910 786 -480
454 442 -852
40 145 -698
627 368 973
333 724 -527
752 853 974
779 507 927
797 771 -482
327 717 -386
119 868 -928
608 857 390
828 953 134
371 61 574
72 205 -619
165 141 260
747 445 442
646 211 -657
729 495 -171
820 359 -287
464 100 938
537 377 966
949 29 -524
755 726 -339
372 9 206
405 904 465
250 933 -394
711 481 -266
427 116 -512
455 129 802
206 561 245
954 176 212
851 63 -153
657 358 761
274 206 -39
347 168 405
847 851
452 817 996
416 646 -367
637 135 -114
832 260 -470
824 302 -748
304 380 765
412 182 -600
339 227 702
829 324 551
123 797 -316
779 271 38
224 111 167
10 489 401
30 478 159
81 302 150
443 467 492
648 105 -773
361 84 604
409 421 168
652 113 76
221 622 170
793 352 483
250 313 -858
161 576 -635
590 724 -856
779 741 -656
503 72 -131
286 757 769
732 145 -218
108 835 129
150 380 120
285 336 225
221 405 700
625 219 -765
72 122 -929
417 673 538
831 334 718
775 189 978
769 233 273
375 533 816
351 707 331
815 754 -285
752 56 -452
54 709 -624
466 608 -990
798 49 -433
65 165 158
183 492 -278
649 800 211
385 706 624
99 589 893
55 206 150
604 289 -488
789 451 -497
573 86 59
468 422 -165
386 217 423
113 561 -449
162 693 350
810 187 606
360 651 788
201 437 672
337 664 283
200 210 811
233 36 733
644 589 968
197 212 837
177 156 -68
392 554 360
500 833 -691
515 678 374
129 353 -514
565 828 -876
736 781 584
84 417 -41
206 111 -54
192 71 -635
570 264 234
349 820 676
257 500 260
527 833 -175
680 57 -787
229 385 -471
479 224 -162
364 49 -609
779 304 -651
137 713 443
750 266 953
644 77 962
793 741 -428
841 716 -700
438 777 367
621 580 597
426 742 838
436 89 -740
321 392 270
51 640 841
824 236 737
670 172 -334
778 596 412
121 201 -14
609 589 731
712 503 275
148 380 948
265 472 -958
47 359 -468
294 801 -927
210 736 -468
18 711 56
543 592 787
413 594 978
102 431 8
155 564 -768
619 432 329
137 688 397
327 663 989
467 335 -794
759 682 566
174 584 -987
455 522 -395
624 630 677
318 416 526
147 518 957
792 197 -252
514 208 658
305 290 -74
389 269 21
165 841 933
845 76 47
137 569 -286
797 32 300
411 594 960
348 803 -759
333 744 72
834 414 108
503 847 720
524 365 888
843 392 -593
107 731 -585
729 742 -672
706 315 783
668 250 423
68 683 316
837 809 46
517 608 390
843 517 316
95 75 -682
793 370 26
324 88 172
631 107 228
757 344 260
135 541 -910
667 595 304
501 791 -40
726 634 1
157 84 -311
682 677 916
607 566 -323
829 334 -177
488 436 -802
344 232 -134
665 573 671
787 6 -97
646 145 -6
310 267 469
503 175 333
774 695 -337
99 827 -74
531 510 -120
384 375 755
385 756 -372
119 634 -8
114 51 -759
467 553 511
658 83 -392
537 377 -247
688 83 -659
769 283 460
614 313 536
231 246 -985
356 477 -569
587 170 -754
810 703 -407
425 682 983
392 114 -900
430 442 867
717 353 736
234 74 -181
743 690 -816
490 293 487
623 767 565
259 557 -742
419 271 -523
429 301 468
382 744 -117
51 273 399
507 70 -789
489 119 153
549 669 -29
177 98 421
753 404 -800
800 634 118
200 425 571
246 147 194
259 612 -854
266 701 572
187 383 551
247 487 585
246 281 80
224 511 -840
777 823 -357
793 707 -420
97 441 698
623 254 -488
297 256 396
199 205 -326
812 764 534
440 695 -980
93 87 646
52 446 -570
112 241 478
293 732 487
749 585 78
480 123 -261
670 283 -664
801 261 651
476 826 424
233 708 -94
139 97 -6
206 422 26
174 121 -234
797 787 214
167 23 -567
605 46 33
692 28 20
128 428 663
507 669 810
799 187 -150
99 789 -227
64 126 64
368 13 311
774 12 847
252 419 294
262 781 -803
804 49 -759
650 422 774
506 360 872
191 218 310
598 672 -309
461 652 542
265 200 219
205 373 507
480 104 -225
381 375 891
594 267 455
399 396 -373
421 548 436
694 197 147
230 806 568
819 285 -309
493 625 58
382 707 644
431 846 -293
698 494 744
343 209 -986
444 762 -511
843 75 -646
279 777 -614
394 644 -849
642 51 -823
146 99 692
646 240 118
570 143 222
268 160 982
420 439 995
55 792 571
400 168 417
463 78 175
117 633 577
550 693 324
503 390 -693
393 105 -618
601 699 369
82 754 -929
833 341 -911
449 78 -587
75 579 -570
555 304 -596
142 314 -596
319 118 -336
470 274 -841
436 782 330
428 384 17
446 243 -351
699 681 583
317 453 -652
491 57 84
101 391 -467
763 812 -288
632 410 -72
118 20 620
437 823 -894
488 459 -447
162 700 56
721 680 62
800 303 -628
769 754 -512
92 442 -383
299 145 -148
219 615 -753
514 608 -652
563 436 -726
680 655 267
386 807 -750
45 628 -117
829 147 -428
265 799 269
648 516 -473
770 784 223
99 725 879
113 342 -497
539 773 164
742 48 717
429 236 -791
280 372 703
613 806 -816
626 311 -986
243 370 983
646 542 639
177 231 -15
276 22 -55
25 510 4
788 791 -674
212 426 -501
469 129 -388
555 675 233
783 808 -197
696 101 199
218 757 712
524 717 -831
631 421 472
685 705 176
147 611 -411
119 351 -701
636 808 -339
502 821 123
839 636 394
286 638 746
649 603 72
455 35 -805
233 824 711
407 508 -320
222 529 -443
383 279 357
377 3 723
783 159 600
764 349 -735
503 802 -40
776 475 192
20 711 -263
650 571 674
95 487 -240
97 195 383
105 366 -166
278 117 670
397 798 116
99 317 598
428 42 -489
727 786 -882
613 359 -262
229 622 -471
264 429 -907
321 177 326
210 800 -117
328 615 -238
34 202 212
272 398 315
847 765 267
611 720 -228
390 146 845
832 714 -457
318 796 -875
293 679 956
784 746 -852
296 645 -48
115 674 -389
559 292 400
163 434 -443
345 816 310
333 169 281
184 585 -169
201 695 -50
573 182 124
340 254 -277
652 763 847
562 459 -716
582 500 872
819 16 268
236 660 756
802 218 -459
751 517 -707
566 243 -990
483 439 898
189 291 423
604 741 128
593 397 -776
323 117 888
495 518 -821
360 148 -83
761 257 125
385 151 -943
103 745 -430
723 526 737
606 816 967
294 834 956
123 567 287
149 633 -760
234 783 976
262 794 873
342 687 -279
286 259 -204
400 624 -427
250 27 -843
130 64 -335
639 416 -825
770 519 622
297 580 -565
747 473 -245
20 140 -372
384 612 556
637 38 -775
88 788 -382
800 427 340
431 595 536
284 241 -34
119 419 -998
265 619 -930
732 847 219
249 426 994
308 684 -504
533 303 -486
707 415 -946
13 613 -844
627 258 -288
265 774 970
730 130 -775
785 151 -632
641 779 423
17 474 -925
483 753 -61
155 387 -433
471 425 458
497 227 -157
61 761 759
506 676 -901
271 395 266
601 437 -565
347 586 -447
402 349 760
540 70 -729
603 485 512
666 652 -705
563 135 -738
732 400 -823
385 728 -261
545 316 182
469 171 357
385 761 -275
346 758 997
267 302 -393
445 436 39
709 717 -435
246 361 904
515 628 820
49 712 286
787 254 196
329 345 -168
366 261 -432
386 63 276
348 191 425
572 571 868
517 340 -48
664 69 499
502 302 514
303 697 699
513 550 -786
266 652 32
336 576 -337
337 5 -536
106 453 680
176 370 -744
371 806 206
255 728 -461
817 558 258
46 573 730
761 588 -491
13 732 144
663 137 33
553 835 -651
569 39 550
31 220 -494
796 165 382
357 391 -375
468 395 -493
3 335 790
701 54 -902
622 794 -818
359 624 -839
513 119 65
8 261 -539
448 377 171
179 56 170
635 844 292
282 453 -724
39 417 296
221 274 918
829 588 -558
476 63 -20
681 654 201
683 611 483
390 382 50
326 781 713
830 385 -402
688 565 439
391 844 313
722 748 369
834 120 578
504 141 610
667 404 665
839 50 786
476 520 -304
6 158 -535
14 622 211
153 839 769
175 235 -886
68 556 -773
60 346 580
165 136 -877
417 637 -224
163 354 -452
163 433 405
276 292 -208
277 298 792
42 757 287
571 473 202
695 443 -91
469 224 -954
262 429 40
47 311 548
530 135 432
207 68 811
243 340 898
388 570 -566
655 116 -629
698 648 -860
647 337 215
501 206 -663
158 530 -496
742 779 13
623 425 297
481 448 520
668 556 -648
510 766 392
119 350 -714
416 48 556
167 326 648
343 800 652
304 431 -781
637 439 619
391 589 301
471 405 -210
653 184 279
385 342 294
259 637 -477
626 213 -452
753 714 779
310 424 -77
349 692 -557
4 13 -136
719 731 92
647 429 -594
489 658 -976
709 698 -104
255 450 -485
770 744 28
67 750 267
614 530 -427
356 192 176
312 143 -513
197 553 -853
779 689 -950
325 262 -780
63 340 -489
629 5 893
798 418 709
714 527 261
742 706 -82
633 505 -887
229 629 720
98 45 902
602 437 128
163 825 325
809 629 997
720 657 -172
762 625 -982
136 488 598
485 362 659
207 400 101
202 487 201
719 259 283
777 80 334
267 131 -198
187 61 -670
563 698 151
504 656 840
823 790 -575
406 259 -902
773 435 884
788 77 710
196 540 75
476 510 -51
421 700 -910
418 511 -513
790 670 -168
739 56 330
46 482 -891
846 468 -671
555 427 605
696 786 282
823 517 -399
462 676 -56
197 769 220
169 669 589
220 664 36
614 777 -264
393 258 908
396 80 -584
510 163 49
236 293 -578
376 760 -701
329 450 -483
116 626 210
152 388 861
518 673 -49
254 615 312
264 455 492
765 393 -536
729 246 656
197 27 48
375 25 225
538 306 -166
197 86 -530
176 413 840
37 15 708
392 287 -255
374 52 -261
404 545 196
52 95 -946
548 547 669
378 799 -126
153 588 731
511 519 -163
280 664 692
589 347 -71
259 751 -716
392 526 632
232 61 720
145 35 -562
783 463 131
412 220 -265
227 115 750
98 472 339
105 306 -508
294 64 -590
349 221 467
65 687 708
482 150 361
353 793 -387
518 385 971
396 448 -586
470 183 745
452 556 -994
700 268 -952
38 131 740
267 301 736
581 525 435
708 280 970
837 211 -9
652 283 365
400 46 642
112 808 945
207 132 954
546 742 -426
683 10 95
119 832 -155
579 4 657
58 169 359
298 633 -7
684 241 354
81 399 786
39 470 -910
84 144 -11
621 478 637
672 10 682
775 582 -712
422 583 812
349 219 -371
235 486 -501
22 842 915
373 751 601
339 157 147
300 534 415
688 734 157
60 536 -127
753 569 508
391 535 921
492 259 -24
51 461 104
153 244 -953
252 78 734
496 213 389
200 396 635
815 434 769
55 796 -290
224 412 854
799 207 408
578 63 104
521 108 -943
428 572 -566
528 307 902
226 105 125
419 261 -987
549 4 416
100 93 -570
220 60 486
708 217 -115
367 539 -347
606 725 987
611 794 417
213 292 562
368 213 715
141 111 -838
302 647 616
410 308 85
47 371 -648
134 206 -649
735 736 -975
719 789 -817
402 558 -411
780 211 271
793 30 -636
82 751 716
326 319 -94
230 120 540
304 478 514
739 759 -933
234 257 186
316 738 -946
74 451 -726
307 551 -799
431 825 544
567 283 999
104 482 734
212 320 335
251 147 68
733 288 -30
423 587 854
846 36 410
59 54 485
496 613 501
47 412 -424
735 761 133
330 777 863
230 537 612
253 202 -167
48 33 863
255 583 676
186 692 -227
190 493 -369
311 551 65
219 436 -189
265 345 676
380 680 739
22 335 55
756 189 441
754 515 -636
385 710 47
457 526 730
592 713 27
224 568 813
495 478 -28
766 731 -942
251 526 872
462 847 339
274 800 -273
49 679 388
683 50 448
134 173 121
340 649 -214
338 60 -911
434 788 98
836 767 -824
463 107 -146
210 542 -251
33 538 555
778 288 728
61 688 -262
63 843 724
695 446 597
478 520 -754
502 715 284
797 582 -702
101 514 -471
430 816 -255
263 62 567
47 9 186
165 139 944
190 702 367
713 699 -292
356 40 265
474 376 330
530 188 -435
20 688 -68
603 758 -338
404 670 414
659 395 135
639 575 -929
409 603 -302
540 611 317
822 586 -391
794 114 529
298 548 374
116 494 919
416 665 -260
137 26 555
201 283 -13
122 412 340
600 575 558
506 305 -778
790 124 -478
93 539 384
682 579 -770
225 428 -610
208 361 -233
457 833 -67
133 34 -227
783 303 19
325 41 -116
486 437 824
256 336 -934
733 764 -983
881 962
331 467 512
523 219 239
863 127 -724
56 90 19
591 207 -559
185 824 -843
59 275 693
623 522 570
295 763 -168
718 647 518
331 550 -668
130 790 -176
741 172 335
824 362 37
79 705 921
672 876 -437
485 820 669
693 865 -368
531 481 -366
667 193 -349
289 37 388
346 180 95
302 622 -553
39 356 769
545 82 82
839 837 -415
571 105 144
529 283 -58
52 669 -120
775 402 -16
351 736 193
416 234 -62
425 368 632
354 109 970
462 355 603
610 518 177
326 78 -802
280 134 -297
569 649 -887
853 879 59
441 672 529
366 552 -890
99 405 926
349 163 384
42 643 278
30 100 364
238 809 186
615 323 -749
732 303 467
115 12 -476
656 237 -341
745 791 -971
322 753 115
558 527 -926
331 642 134
649 689 448
600 473 -448
91 14 813
270 579 418
53 810 203
442 729 -38
828 219 -678
751 737 320
152 801 -962
160 647 721
804 82 616
342 848 189
626 871 259
432 520 929
166 107 412
523 394 29
413 565 -551
415 142 -872
495 60 -24
207 498 529
71 244 619
684 141 -698
539 859 842
133 535 -275
643 190 -562
671 251 530
712 269 509
495 200 -752
775 316 -725
539 215 -740
205 590 -522
92 577 -279
398 191 108
447 208 35
417 457 -805
203 809 464
407 596 -932
364 18 600
83 457 757
536 350 -387
560 349 632
646 410 268
694 704 17
568 11 69
429 580 636
55 421 794
19 770 -599
773 515 -407
658 729 -502
362 166 -523
801 866 773
253 694 -591
512 658 -699
254 358 -615
829 542 -202
760 179 -26
472 277 836
314 128 -517
113 103 -809
141 30 -383
585 175 -151
852 849 -200
365 653 109
650 95 -48
835 761 -761
274 307 -559
198 108 -896
616 861 403
705 725 619
513 679 -917
422 619 -811
296 423 -379
634 809 612
176 328 284
106 59 910
292 170 -457
25 612 635
349 119 105
55 763 298
34 636 338
307 240 84
719 318 -883
576 672 -215
745 669 595
520 262 -609
110 426 -380
529 730 742
46 593 111
430 416 509
752 686 524
641 878 335
823 655 639
432 251 513
812 457 622
237 618 69
649 727 -548
49 764 -816
577 843 402
541 736 -427
820 68 -339
676 617 -302
400 781 -203
414 28 171
49 801 644
809 326 -188
641 524 -328
878 251 -583
294 490 -898
553 460 225
288 413 66
333 507 -662
605 834 -734
601 260 -630
541 185 774
678 823 -204
510 501 -718
276 811 -685
650 329 885
81 248 -708
380 534 877
4 255 358
738 401 982
360 444 -625
264 80 196
520 588 -919
498 800 -556
771 86 -893
600 77 767
135 94 -998
587 295 -786
42 850 -425
575 170 -313
651 665 47
92 335 183
747 711 414
26 105 742
383 123 722
270 610 -485
823 391 -526
320 74 627
319 689 298
658 257 -354
420 789 535
384 491 78
60 96 -520
352 230 -446
628 467 -528
479 770 -491
544 768 -913
804 661 -769
42 57 107
717 448 -372
140 576 626
862 707 623
240 148 773
319 139 280
68 772 851
377 280 -567
392 685 794
291 555 -302
481 358 -619
751 533 -824
677 465 980
269 629 993
737 54 938
827 537 -286
468 598 68
809 481 -509
200 500 -982
351 172 335
603 731 -33
595 745 -894
435 300 493
332 165 800
862 872 -897
800 803 407
430 754 671
275 522 413
714 725 -978
467 175 -594
783 627 228
55 608 -124
430 343 -277
826 337 -992
75 575 -95
821 686 639
354 702 -406
370 702 -148
202 823 -762
56 806 526
280 37 -768
595 598 -614
55 292 -501
482 245 -814
173 806 -953
68 591 -514
660 110 -197
222 56 713
254 285 -807
785 394 126
627 227 -732
409 641 -142
843 651 923
258 182 918
368 700 -704
59 851 639
628 387 -691
464 771 765
595 520 822
674 166 819
323 836 649
728 772 -78
280 502 -630
451 561 -713
521 468 -300
796 573 -816
490 844 -658
348 766 863
342 438 583
121 510 573
410 786 718
215 353 31
463 272 831
282 493 -205
555 489 305
472 90 -875
150 474 44
810 711 387
870 202 -400
570 123 -982
286 712 724
618 361 -683
205 170 -454
574 656 548
627 714 -317
189 27 764
837 506 -776
87 474 -3
244 881 234
876 82 220
505 756 39
407 733 -665
81 111 616
201 881 -189
504 198 602
454 734 735
784 130 -813
448 262 885
386 16 22
720 723 851
548 755 -274
583 269 -66
269 453 38
235 205 -937
650 694 -865
584 723 -619
190 872 -411
653 866 726
420 209 357
702 388 -403
445 237 654
758 653 -346
869 351 901
118 694 610
780 69 -83
457 404 156
689 372 -794
742 279 41
296 450 38
681 89 -217
248 262 -391
445 697 137
691 227 -718
625 454 -419
489 700 -415
80 248 898
518 252 241
89 866 -307
544 236 833
113 142 -147
19 297 402
132 521 -592
779 828 -773
50 213 28
411 112 277
814 767 376
30 339 661
790 666 -776
532 351 -343
877 775 719
405 450 -464
601 194 420
12 614 351
109 705 908
474 393 -602
371 731 550
259 564 607
506 71 -302
715 115 -119
696 624 184
368 681 94
840 430 -681
685 252 -412
595 463 458
104 485 -113
260 633 409
70 421 18
124 530 227
637 133 641
609 670 843
406 845 -780
727 267 -244
482 518 -919
81 441 359
42 68 -518
665 39 -501
154 688 -718
340 199 55
633 316 656
856 520 -625
9 268 307
497 158 -32
317 166 -653
826 15 -870
205 287 817
564 534 -819
415 404 10
706 398 -240
401 400 247
760 716 12
430 164 509
234 440 919
620 330 -751
226 503 -243
430 23 372
248 442 -306
138 199 286
208 857 -557
266 452 -174
85 439 -133
169 791 929
622 609 251
105 94 25
527 625 233
386 682 -846
22 340 -894
861 697 835
400 224 -102
673 146 175
502 685 744
53 565 -275
159 633 -686
508 366 -402
469 379 829
736 487 613
181 580 -485
711 165 -889
233 338 -633
500 441 -247
108 19 -414
321 739 -227
636 464 650
314 213 -966
817 386 -498
781 290 -471
846 304 -509
660 292 557
786 642 789
196 238 -891
668 409 -912
293 702 451
689 877 716
647 231 937
472 51 -27
558 14 734
274 440 969
538 533 145
542 246 -499
359 676 -818
358 693 907
587 58 -825
166 310 87
144 409 490
189 529 517
331 77 -631
619 745 73
172 266 -767
268 812 -179
150 125 -367
489 432 321
404 755 -441
494 40 -298
173 760 -688
563 263 474
663 507 145
602 225 -525
2 515 -162
564 439 224
377 764 304
89 571 -508
100 759 -120
696 793 -450
503 857 -757
543 133 -773
860 332 596
682 622 493
288 339 -758
754 113 -560
716 828 -118
443 257 587
733 309 730
812 879 109
700 452 -751
79 322 814
491 236 -250
331 736 875
22 594 -835
164 6 432
815 410 -922
700 748 720
631 231 -743
254 655 741
218 327 391
76 668 321
535 210 -838
399 496 -488
704 548 906
255 623 -703
345 716 507
761 233 162
444 547 828
537 397 66
13 750 -770
505 367 -841
121 594 890
338 326 719
369 188 141
299 784 -494
128 573 -892
660 396 -864
700 220 16
699 206 619
568 367 -971
97 425 -29
238 413 -656
548 771 -310
720 474 413
410 307 286
375 549 102
207 440 -924
766 387 710
195 526 -800
415 663 148
141 11 895
854 537 872
802 766 -628
598 630 461
390 865 -297
764 217 180
401 57 182
297 336 990
552 248 717
82 195 -732
236 654 -526
142 355 -314
877 503 76
152 393 -136
244 87 -795
141 643 526
499 172 -35
541 514 -138
751 779 60
453 664 -218
4 873 746
523 783 -815
758 286 -495
