834 2747
375 767 668
42 364 427
759 315 987
279 627 952
221 230 615
482 410 244
528 312 724
830 289 190
772 474 119
315 159 4
235 22 234
607 720 351
673 414 830
27 98 161
146 346 289
377 324 735
25 618 246
737 24 318
570 412 712
67 666 974
695 417 880
700 148 574
550 78 4
96 732 288
346 643 50
254 773 667
548 270 760
779 182 412
652 638 911
612 33 753
8 171 802
116 73 600
15 91 886
657 94 840
535 314 504
332 562 376
141 161 270
449 734 318
358 628 908
188 676 766
200 466 336
472 116 652
664 196 846
699 258 477
624 374 382
485 768 334
118 117 605
47 432 306
305 732 123
542 794 300
491 475 408
66 317 85
374 220 335
93 691 845
664 618 844
530 695 998
264 370 29
85 249 718
826 510 241
829 666 960
702 463 919
721 351 86
638 49 481
651 473 741
114 390 15
823 123 817
49 833 336
388 588 951
134 552 347
496 683 490
111 469 416
758 283 182
478 145 406
777 698 86
272 808 323
376 607 765
171 674 256
816 221 169
339 59 130
658 69 1000
174 661 120
303 36 52
464 719 308
488 773 781
383 304 963
166 67 916
283 767 950
797 606 869
232 803 197
762 29 223
496 74 706
332 510 555
49 625 1000
165 419 561
361 33 324
59 258 934
279 808 711
60 481 740
615 190 660
297 748 115
780 242 296
445 554 182
433 203 321
657 27 69
494 802 665
122 513 383
91 171 593
48 703 563
587 57 764
114 268 11
41 503 942
823 694 353
120 140 855
411 23 686
498 803 669
664 18 357
308 299 457
517 643 127
221 449 686
485 214 282
36 650 885
677 576 989
3 64 815
650 552 276
723 298 213
764 745 695
736 617 652
159 424 827
657 594 762
494 754 295
672 443 767
119 802 778
303 702 474
722 50 101
307 115 756
22 94 409
455 403 85
268 698 67
141 731 862
601 664 977
823 69 896
681 685 835
86 224 293
381 536 71
88 770 73
226 237 276
480 820 246
759 79 339
86 146 439
311 260 119
60 787 752
34 328 320
674 317 174
472 796 456
350 21 350
226 826 920
793 352 256
302 486 627
281 550 145
36 806 413
692 53 874
765 375 38
186 682 605
669 467 982
311 584 280
721 349 420
521 199 110
576 747 352
595 714 925
711 804 628
490 200 683
405 605 881
828 811 500
427 361 614
742 524 629
744 654 632
148 488 23
543 363 836
563 621 425
49 89 15
204 604 56
774 29 824
338 129 765
3 770 749
340 544 782
674 631 60
644 442 388
202 783 143
819 595 535
354 565 354
508 210 379
769 824 999
764 757 674
238 311 159
232 183 686
89 373 721
38 165 667
437 414 282
318 757 48
251 149 340
518 185 137
701 646 120
746 477 425
282 415 231
88 236 829
537 72 856
324 146 229
748 92 592
608 452 855
751 206 633
688 817 73
97 578 572
195 263 510
145 497 496
562 71 991
499 268 630
766 723 136
546 823 945
128 469 267
322 503 758
728 184 715
337 428 471
745 666 720
247 123 389
199 103 359
211 33 965
388 298 716
659 254 150
613 147 956
435 87 461
677 819 148
784 228 757
216 620 984
671 183 779
528 169 945
629 269 465
463 556 309
90 629 100
262 161 272
559 658 832
327 750 573
732 124 114
412 40 544
224 37 900
541 814 95
25 355 73
307 453 142
524 420 300
1 261 895
490 124 265
278 67 391
664 817 955
192 16 398
325 283 181
274 113 290
570 700 614
798 741 955
275 287 372
636 242 477
43 7 726
432 488 255
437 598 855
755 442 324
752 513 397
361 753 418
670 388 164
200 617 720
451 397 726
480 707 479
712 291 768
330 627 77
151 382 321
407 365 57
5 432 754
151 274 821
25 725 18
395 302 515
100 52 339
714 12 18
437 648 110
83 370 365
311 520 622
384 263 620
544 444 107
571 653 429
324 410 641
405 370 247
708 171 869
720 184 502
295 276 287
497 787 41
730 675 156
657 749 243
611 682 227
122 451 122
554 683 136
3 674 127
130 656 774
301 68 909
331 834 774
92 275 436
273 429 361
491 726 783
396 597 569
491 122 797
675 464 646
727 42 594
648 99 719
524 632 886
819 151 964
438 544 236
35 32 591
423 721 43
89 324 8
481 577 332
444 432 17
425 45 82
20 158 479
680 687 643
183 12 621
295 693 581
497 7 442
645 97 989
89 743 373
118 458 461
99 430 279
790 258 425
238 491 411
745 7 540
10 312 370
540 410 728
61 363 736
432 151 143
280 513 681
699 170 488
250 18 11
462 205 378
84 614 363
6 491 288
748 316 449
805 496 476
251 50 971
830 764 338
302 359 946
769 187 802
290 694 428
335 711 979
161 432 201
410 379 114
663 615 721
272 698 540
409 346 296
228 340 737
821 7 531
30 245 37
266 262 437
165 580 602
83 710 46
759 514 376
789 217 856
410 26 337
516 458 384
331 608 627
693 716 480
717 754 43
259 402 188
367 482 435
110 18 35
59 821 920
324 535 156
323 245 380
30 667 702
179 6 99
84 711 875
214 644 972
392 408 424
598 17 241
646 537 512
192 710 921
46 37 294
705 421 282
831 310 839
41 50 92
740 531 382
650 606 663
58 309 496
350 513 812
774 832 981
190 32 650
400 651 566
745 266 758
758 725 763
271 259 458
477 170 944
118 623 638
205 36 298
293 427 284
128 793 476
751 519 464
478 183 955
260 620 705
821 688 699
621 436 942
418 184 55
723 511 321
579 450 609
237 596 69
729 240 610
289 110 250
528 501 392
669 785 337
172 582 35
369 458 609
213 639 385
332 616 855
30 460 744
