9102 26857
7988 2794 -919
132 361 -89
7776 5233 502
8209 7245 336
7726 3715 866
931 8271 200
6972 3125 91
5062 7115 -645
7400 7237 111
6748 9048 -576
1441 2799 65
6985 5917 -77
8660 6531 197
7402 873 -596
6285 5580 763
5013 1279 -902
8278 5741 682
5702 8733 263
4710 1971 -80
8391 1299 944
6972 8373 -954
7743 6763 -664
374 3604 -52
8898 202 -189
2157 6732 353
5799 1557 -282
8866 2695 515
9017 7997 -289
2722 2964 -866
3324 5598 946
4638 7043 -639
6906 3448 -849
3220 5543 620
3067 3760 509
6399 2859 645
7629 1988 -171
5149 8841 -464
4817 5643 -541
2108 3952 403
3215 4383 -443
1518 3034 785
6406 6162 -9
2312 4256 27
7828 8903 571
7418 143 -227
5872 1880 254
9093 4780 -958
321 2376 -39
4809 6978 -404
3537 8774 136
4640 5339 -20
3911 5645 -212
7660 702 -195
6973 4662 697
5951 3996 -874
4837 7737 914
2702 8192 -105
1258 7963 296
8615 4359 814
911 897 -714
6499 7153 476
2837 5665 -287
6072 1615 -377
586 3075 -326
7168 8363 -657
5549 3956 776
6967 2416 -510
7396 6152 -211
3037 5788 567
5623 565 -931
4272 4244 819
5545 1997 346
1925 413 897
4590 7589 208
4152 593 -574
5697 1568 918
8367 4022 691
6360 7751 542
8850 1409 408
179 6366 995
6754 4205 -471
2035 636 -709
1034 4325 300
2180 2861 -215
5200 1541 177
3729 8311 87
3833 2000 33
5083 7072 674
5726 5788 66
1873 8346 -730
7851 4458 898
8258 3345 228
4183 6245 982
3976 2837 -817
4411 3541 -471
6991 2053 -961
1107 7706 582
532 1574 -373
8801 8700 995
329 468 520
8730 8664 -992
784 8554 -941
6882 7544 160
4672 1090 -987
2307 2218 -192
474 5359 -237
4570 249 489
6041 10 198
5326 3395 -415
18 1387 512
8093 4878 -725
693 7105 -132
7416 2676 -454
3984 6378 -307
5198 762 -783
5542 4804 192
2912 7500 -775
1154 3000 101
1508 5777 -774
7243 6206 -367
1971 877 206
3358 8538 -73
4338 3757 -440
1557 1378 -874
7311 7389 183
5396 7682 -882
4665 3675 -619
8596 6884 -721
7852 7265 -414
2492 4134 417
3309 1090 942
7155 7666 -80
6752 3995 974
2003 8925 175
2867 7674 -992
5631 6128 -180
3949 8958 836
7783 3636 -959
3091 1160 507
421 5646 -253
4949 6430 714
3854 3454 690
5211 4257 841
4488 2253 -99
3953 4770 395
2711 8961 105
8619 4190 -342
5078 2538 653
6215 6380 176
6248 532 84
2907 2904 145
650 3483 39
704 5356 -767
1981 2507 -434
4830 474 -797
7561 1948 -469
7715 1653 718
6603 2983 -668
8369 7282 146
1148 2612 129
7845 2492 -886
1336 3661 -513
2795 3320 856
2439 9067 -273
8525 662 -84
3505 7532 -242
8822 1736 412
8922 5415 -455
256 5780 -616
2270 3609 -495
5696 2663 -629
4817 3608 -125
6606 1069 -824
1251 6473 -804
2223 7203 729
6116 6779 -92
7171 1721 904
6593 197 -177
8753 7811 -121
5305 1808 -206
5272 5323 832
5328 6239 -313
6312 3945 -147
5413 4132 -162
5105 3901 -115
4534 8969 646
3236 9 -704
6072 8462 66
5729 4007 946
2921 6054 -668
1076 7684 -498
206 2053 381
7663 1111 757
4241 818 -48
6284 3446 271
4182 1574 -842
2918 5452 662
3704 8291 376
7022 3220 548
4001 2629 -997
4426 2136 -765
8238 112 770
7580 5963 -503
2662 2142 -259
4487 5030 399
4088 3843 -461
5300 1007 16
3518 6158 -726
3078 3226 346
3973 2466 -20
534 4083 -98
7061 5763 -728
6541 8475 26
9039 557 -519
1786 8290 383
7111 5530 -386
2946 3279 -99
6685 7688 127
5315 4325 -94
5530 2488 55
1910 7987 601
1266 66 816
7105 5228 -318
7363 6375 -327
286 245 665
2365 896 24
4866 4782 721
6125 4428 -826
6871 7501 -844
1063 1934 843
7109 8260 721
1941 2115 505
552 1248 -688
6415 8370 251
8195 377 948
1967 7409 -942
1666 5852 -322
1724 7303 215
791 4102 641
7081 471 -490
1629 8397 -453
4664 4312 371
1058 5696 -490
6182 52 -961
923 963 -471
8423 1017 588
7389 4731 693
3672 8125 -713
7434 724 -492
5423 7999 -774
257 1298 -655
3403 3074 272
659 6528 495
6539 8248 -696
7727 8285 -735
7378 3435 -209
8710 3101 931
1994 7900 614
7419 8875 -385
2278 1387 -939
8770 7488 -287
6859 809 84
3141 719 -738
5565 7837 621
3830 1894 -32
2108 6740 -139
2393 3163 -383
6599 7802 -687
3615 2898 617
4862 6214 -633
7835 8727 653
8366 3517 697
252 1263 284
382 4700 -911
7989 8705 337
7082 3195 718
3217 1254 -788
8910 3389 11
5390 2690 -847
2748 3018 -416
2100 4144 -149
5129 5528 531
8146 447 -486
3399 2727 360
8761 383 -348
8952 5344 575
3578 8016 -341
2625 1390 -642
5656 3004 403
3875 3121 297
8023 7274 -578
1808 8863 -525
5664 6135 -151
437 3966 -106
4164 3302 781
5723 4321 -236
3239 3872 29
404 4250 506
5007 8306 999
7911 2702 301
2589 1926 -118
7146 1314 -810
2591 2832 119
1983 6390 438
707 7607 494
3419 3194 309
1103 5776 353
6616 3154 -228
3704 1367 -211
377 2886 -394
1255 1436 -983
4645 4913 421
9014 576 -676
1637 7034 -94
2200 5566 95
732 929 -465
6012 2663 -427
7525 4833 -520
4100 3437 605
5510 6368 791
4303 666 -861
3940 7121 591
3174 993 -284
1679 8243 760
1401 5799 134
6659 4429 -237
5275 7684 263
8504 5159 481
4538 1550 -328
1347 180 -878
1480 8880 -709
8775 4383 534
6555 8101 -18
8698 2884 648
8130 4140 -629
6783 8612 -449
2370 1460 -508
1578 2526 -77
1130 8232 -902
2548 821 -82
3476 1609 854
8349 4456 461
601 6122 -511
6037 225 -206
4100 6200 516
8943 4083 -226
1306 1269 -149
3276 1665 -852
6436 673 -456
2013 4232 -731
5158 2320 705
4002 3293 351
8007 5986 421
4586 7630 -130
3565 5686 -691
8845 6253 -211
1833 5252 -976
6410 8097 -318
5603 3978 906
2669 5876 180
290 8938 928
6816 923 -895
8744 5677 -611
6493 2470 487
2789 5760 203
1846 3544 339
4990 3856 152
2395 3697 937
3702 74 318
6380 8907 -535
7114 8845 -88
1353 2482 631
2284 6446 -291
6925 7263 -779
1845 1207 -288
1757 1893 267
5791 5697 -573
2827 1244 720
1150 8869 -258
955 319 -86
6353 4110 -451
7809 5367 204
332 1461 618
510 6183 171
2771 3599 -901
8017 5009 -866
7080 8403 94
3173 7211 -408
5972 2718 -188
5138 3497 40
2286 7350 -385
2730 6704 383
7942 8812 785
4884 8233 -229
3150 3827 -9
4861 583 539
6259 2803 907
7064 5906 -71
5799 7761 102
1620 5017 423
2015 5884 42
8566 3454 -816
3494 1625 486
7132 784 576
1638 4736 782
8427 8516 -359
7321 7897 -86
4398 3417 224
4365 6321 850
6967 1875 -443
6078 836 -107
5315 914 -651
117 4900 32
2082 7544 -564
5261 4013 -206
428 2706 668
2411 7473 316
6482 6933 722
4041 364 725
2801 6267 187
261 3932 208
855 3282 904
8938 436 -614
1886 6061 -148
1138 7660 892
1773 8479 502
8777 810 484
5107 4504 185
8277 7864 -917
2971 2871 7
323 273 159
4925 8608 -853
5597 1020 504
7051 5098 -533
6742 4144 501
1871 8195 223
4786 4656 -883
8157 6657 424
7543 158 -924
7462 2844 -355
3430 8663 657
8147 8538 480
7700 4414 -271
2706 2411 -587
1536 36 -781
8661 338 772
7591 736 619
8382 5938 -566
3930 7385 -144
3838 4873 -212
5994 6730 576
3558 1628 -329
7254 8294 -702
4423 752 268
3857 1116 250
4563 4481 -583
7805 1521 -64
3986 8917 990
5692 1101 107
8132 4403 534
1296 3090 236
3715 3911 604
1684 3897 -501
3983 1243 -717
2825 6965 362
1981 1511 410
4655 2829 416
2180 3912 -287
6906 3624 -987
1819 7409 929
5635 3291 -738
4197 4562 330
1800 5337 -94
1729 8572 -6
9075 7147 458
3501 8727 469
1127 7367 -135
6924 8784 796
3519 7002 928
1242 5290 -178
7706 6615 876
1873 4188 871
6760 856 531
8256 3453 557
4176 1049 199
6650 2462 -215
5327 7045 990
3828 3792 477
2748 1450 -650
5595 5019 507
2242 5157 107
7184 2094 -162
1097 2555 -795
7999 2675 -830
2891 1824 120
4517 954 -13
6964 6514 230
5066 3926 -81
2483 6022 -484
2171 2701 -836
7757 4149 -609
813 2214 -975
1785 991 859
3813 6411 336
6670 2085 368
6608 1731 -856
3041 3472 -83
3976 8830 958
1767 8420 -674
1336 5928 133
5567 8839 -554
8102 717 -235
1420 995 854
276 2725 639
4245 8072 622
2289 2810 -795
1271 7515 -151
2306 4233 -555
880 1531 -953
4850 2650 880
3881 1514 993
4701 2312 243
8184 1991 -999
455 8334 329
8578 1673 -563
2552 4183 827
7385 2593 964
7233 6142 21
6466 4613 -159
4150 4276 -636
7282 725 212
7473 4110 -745
9070 7114 -497
3887 2943 -981
5361 6767 836
5634 3782 -212
4751 1503 -916
2909 4782 -887
7493 2012 310
8792 6712 -753
70 5427 131
5965 8248 -918
8025 6026 -265
8244 6131 -933
5314 458 -271
2298 8177 534
3701 591 678
662 2757 -632
2796 2214 739
7475 3154 589
2350 8469 544
4002 8169 483
4412 4189 -624
7763 4275 -729
166 160 -86
7235 7655 719
5384 5003 596
7034 1659 413
6283 3914 -529
8476 3159 -635
225 5171 901
8084 5320 713
7160 7201 -221
3977 6006 -98
9009 7449 172
2752 4964 542
3677 1475 -50
1701 8749 810
6055 2352 -505
4691 6161 986
5875 108 307
4584 5607 -672
7997 41 -436
1747 5329 -360
3288 3848 169
3756 984 -353
839 3882 -437
7083 4732 238
8745 615 724
5254 2526 86
632 1297 33
6949 4611 -347
4334 5586 591
7932 6903 436
1999 8609 770
5975 6353 -413
3475 1189 730
8366 7404 2
3514 4773 -959
2315 403 888
6650 275 -94
7877 6529 661
8522 6002 -446
7051 2991 -979
3371 6891 471
5602 3561 114
1228 5690 -895
7172 1320 -640
1091 2501 -292
7532 6408 -601
602 8104 -982
639 124 -316
574 2492 -142
6653 7635 -115
3579 5643 -52
1250 1974 530
8934 605 -847
2405 2453 509
7684 500 101
4289 8430 603
1191 7312 -841
2650 97 102
1962 1505 979
2926 4935 -848
404 2653 -326
6489 4497 576
5473 2811 -620
393 6244 -899
7732 5473 701
3277 3747 -563
3300 5566 -756
5479 343 579
703 7666 -23
315 8398 571
1653 3326 -518
7181 815 -546
1343 8666 -498
1400 6693 403
8948 4678 835
5324 1972 651
1971 3495 204
2864 451 -146
3501 3945 925
4655 5972 -885
6074 6813 -806
2543 5552 -229
4149 2033 -661
5625 7628 500
3192 189 568
7665 8961 572
8565 364 313
5556 4039 -701
768 5696 31
9 3385 -359
5900 2175 961
628 4133 858
523 5273 398
4391 5520 737
4611 2114 -709
3220 5521 -684
2046 6526 -475
1354 5920 73
6804 6520 -824
2333 5944 881
8635 1055 -608
7757 7537 576
7480 7515 110
6796 301 736
8667 6542 593
614 6472 -177
3490 4795 -4
131 6682 143
7859 5372 982
6203 2615 988
6557 2157 665
713 5818 146
7799 5704 540
6670 214 -105
3163 9058 447
3517 6924 674
4888 1166 -422
108 3323 -924
2618 1773 883
6938 7774 -121
8675 5080 530
3367 4161 51
4810 1929 865
2923 3190 -373
8524 8862 -426
7041 864 -743
2813 6637 231
1070 4726 -477
4485 2558 -509
6410 6645 530
3288 2072 -510
5067 1279 -752
2942 5261 -329
6660 2524 -448
7154 5801 969
529 7864 464
8857 5548 441
1486 3817 50
4686 7609 -882
1123 8073 -582
8164 6009 466
3109 2298 580
727 8163 310
1373 1314 -411
2631 234 290
5298 3864 -889
4294 8820 -259
8642 4411 -178
8342 3025 -450
8264 2496 202
7702 6729 -659
2628 2069 610
5527 7786 -682
1052 6860 344
4457 2450 -386
7695 1073 319
7141 6310 -721
8720 8433 133
4621 4107 -67
5699 2917 -522
6680 1012 -128
6772 1567 -324
3335 8907 375
3623 240 107
1796 4514 409
7914 6597 -536
5506 4955 218
8222 5739 624
347 2773 -568
473 6318 -516
7293 9031 64
1719 3609 -262
6007 523 -842
3072 4634 548
8291 6747 -335
2217 1146 600
7542 6035 -100
3615 3031 968
6415 1168 -509
3462 5157 424
4652 8359 -342
5952 8251 710
7955 2787 -528
3835 753 705
4480 2105 213
6588 8336 967
7925 6559 -75
1943 939 -996
8211 6493 140
4393 3445 -769
1779 2215 154
5537 1007 -523
7760 453 629
7563 3458 720
2515 3235 -128
5944 2847 733
5439 6593 13
799 2680 164
8427 3433 276
9092 9036 -517
2605 5383 -477
8495 120 -787
2531 7049 742
5013 509 175
4197 2112 223
225 959 339
5554 6132 -888
6047 7890 704
2327 1257 -511
7559 6600 -435
2972 4837 349
6084 2665 202
2916 2054 -324
6912 312 596
7718 464 -805
90 6412 -253
2561 1406 978
2477 6719 -670
5506 3931 -346
3104 846 -347
3262 983 874
4046 5331 -619
4723 8276 360
428 6882 110
4917 1790 392
7319 4345 -47
5565 4179 284
3592 2276 -279
1023 2279 142
5784 2974 856
4546 6680 677
4277 1175 -16
8127 8440 676
6105 8457 -320
6222 811 -474
7820 3752 419
14 4656 485
4958 4293 -47
5392 1551 821
3549 2534 35
2843 4953 -518
5718 1112 -483
6895 8441 -933
541 3944 -88
2259 1639 153
6152 4551 773
34 6144 -80
450 7374 -845
3001 4432 81
7549 4344 268
2003 515 656
5883 5900 -677
8191 8670 270
3819 6427 -717
6909 2005 -530
142 7987 -674
6985 3661 95
4674 7100 527
2523 1659 274
677 5980 202
3946 6844 222
3026 6668 -588
7620 6851 398
8990 2169 -731
5799 4048 593
5073 159 65
3972 2170 585
4434 4929 680
4501 4151 -515
3890 6924 -282
5826 2172 -371
6184 7707 473
441 293 899
1224 1921 562
2888 5154 -229
1412 113 -814
448 6645 -689
3899 4540 673
6984 7010 -519
1085 6643 204
5139 7093 93
3415 564 509
8759 4568 -532
416 6325 -141
8235 7538 -820
6658 1706 392
6629 556 -680
5076 8669 31
6148 3554 -92
1380 6244 -981
4480 7797 -206
7724 249 -424
3177 6063 552
6022 661 -92
1374 6110 -950
3286 5697 114
2627 163 -909
8824 2391 -346
2357 4307 -929
2114 7428 -288
3780 7497 669
5035 4129 628
344 7122 -219
1660 5782 594
1916 2869 780
208 7506 275
7824 8058 617
6872 834 566
1398 6239 680
5319 7530 -949
5721 8181 -898
5356 1816 -639
4794 873 123
6616 8755 680
3831 7003 -471
5335 8177 -995
1698 6004 -156
244 7966 -771
2755 2803 -956
8426 3289 280
3613 2132 322
7445 1633 -790
1119 5199 -577
6694 8750 -733
4357 6270 -125
5064 1255 680
8992 2544 237
4504 3166 -679
8542 1457 -937
4435 1344 718
1857 7120 71
809 3266 219
4784 4105 -350
5619 5112 -97
2374 501 124
7892 7719 457
5565 6024 20
1778 7207 100
7504 4117 767
4557 412 164
5901 7608 -540
3953 1118 -313
3678 7488 569
8398 6248 429
7143 527 -23
1747 6922 -308
2608 3591 636
8330 7498 290
6356 5621 375
6964 3184 -673
1759 5425 697
1436 1635 31
1163 2059 -826
7763 5360 -453
3185 2988 -753
2290 6760 153
6282 100 -8
7949 174 -432
7792 4307 -394
6777 660 160
2904 239 30
4133 545 719
5111 2610 570
6802 2129 -53
7489 1122 -695
6761 3258 -400
6838 35 906
1730 5301 299
6627 7216 -457
1445 4495 -782
66 2811 -14
4905 6415 -437
1083 1787 -657
7036 5155 -268
48 1164 802
423 2580 702
8582 769 -408
5737 4440 -892
827 4780 -922
7320 6942 -284
8999 7962 481
7479 952 293
8875 4543 823
856 7263 -69
3466 884 672
934 895 -836
1350 4759 7
1428 7658 -105
4777 9075 -610
2341 8808 -250
3385 1208 -622
8594 3406 75
3785 5292 240
7349 7761 -602
4149 8367 389
2045 2463 -920
3312 4811 -824
8226 4032 -320
5046 3674 -118
6677 6158 -614
851 4598 -586
4940 45 -235
2304 1176 851
7780 2853 -42
128 7697 -27
7711 7252 884
5007 3314 -235
6417 3890 -635
8099 8803 533
2850 1523 -213
1588 6170 110
4809 756 645
2493 5036 426
2697 8568 -946
4612 5292 -39
1294 7830 -458
3052 3764 564
7369 6600 592
1981 3582 -143
8918 429 356
220 6992 -415
2261 2826 -195
685 5167 608
7641 1551 -160
141 1416 454
5560 3313 -690
3884 1841 -721
6408 7938 846
1593 6007 -905
8860 5046 -30
3135 6423 342
8670 3662 994
6130 2094 644
8398 1909 -602
7103 7895 901
8653 1474 -560
85 1988 -164
8519 6808 278
3095 658 183
4254 4914 -760
7577 7709 183
5831 3054 -397
6033 1343 -512
5366 7748 284
8242 8634 -217
3748 6081 -817
2153 2920 -598
5142 6480 -276
3653 7052 -448
7110 301 638
962 6733 345
112 1709 432
7892 332 -760
5456 3926 510
8464 8406 -840
5850 2214 -361
4453 5114 618
512 1856 -428
3962 2210 236
2313 8899 -967
2761 8327 -622
4631 7207 -579
7351 3442 -50
388 9029 -150
7780 7563 -362
29 7957 -245
8508 4828 431
203 2190 522
2914 3706 -40
6918 2802 -903
5329 621 180
3609 4760 576
978 5305 -195
7907 2253 274
2094 3964 522
1128 5338 -753
5351 2185 -168
6358 4258 521
778 7921 622
8181 7167 840
4614 4157 861
5153 5869 -489
9075 3554 -445
2360 3008 696
5787 877 864
6652 1953 644
7909 2296 263
7080 503 209
8128 5409 483
4610 7326 -838
7203 4183 897
3453 8790 -54
8780 4434 131
328 6889 -256
3996 5778 456
4951 4374 345
4673 6629 -36
7026 8778 -84
8558 5264 -188
1317 4582 -239
5681 2082 -480
717 4543 -519
7980 6742 -259
4578 5745 431
9040 8295 609
6618 4819 -368
5615 3953 346
7413 3623 -308
8896 1224 573
7777 5661 844
2412 1093 991
2713 6126 916
6021 283 77
5284 4526 102
5333 335 777
5518 3480 -900
310 2646 -766
7258 5892 -437
2305 8655 -959
3126 3427 -930
2689 7892 315
1923 8569 -954
5913 6584 -975
8158 4068 395
2850 4234 -725
7307 1790 -894
4060 3216 -798
3412 6474 476
850 7969 758
493 6076 -647
3377 4395 -771
2433 2801 567
1133 5017 -711
2792 7436 -134
2605 7430 218
5156 8370 763
4695 1777 967
1348 3996 262
715 254 30
43 5815 944
6801 4698 291
6421 4050 -274
6431 2051 -893
3757 3433 -976
812 8871 -535
2080 6540 -183
2301 7350 147
7058 4450 -507
1566 5020 110
2502 6098 -328
3429 6683 -478
6791 7092 -513
8981 2550 -97
6891 8291 990
4256 1573 505
394 3690 -710
6774 4160 22
3811 3218 596
5539 32 -24
301 237 -651
1838 4087 801
6293 2436 -784
6798 6591 857
5549 7874 264
7479 7227 -27
6861 2973 -589
618 6068 242
1355 1070 720
8073 1321 462
2712 980 -654
250 8725 221
8791 6745 974
7796 7210 372
2264 280 -250
3110 2583 -134
6759 2079 -810
1788 3435 -651
7587 2246 669
172 5314 228
5707 981 -715
3762 7447 -864
3632 3995 -277
8507 7949 -86
6098 6722 523
2280 3653 691
6316 5126 -587
681 4256 -796
3318 7425 803
5615 7331 946
5798 2226 809
3283 7460 942
2311 4176 -473
6838 1426 -537
1303 3021 266
1134 2806 763
2969 7144 -611
4385 3279 -659
280 4274 -627
8862 6198 59
7665 8479 812
7868 2347 658
8586 4653 209
1199 3255 8
8962 3583 258
8383 5952 817
7812 1073 -699
9014 2373 627
2255 1654 -569
6287 5011 461
4840 8731 506
103 7371 982
1485 845 479
242 8486 -88
1626 3604 -282
4289 6326 -846
4007 9058 -787
2218 19 -100
1111 1843 648
3116 7040 -880
4442 1066 858
7857 6488 -414
2 7454 -182
6104 1365 -162
1179 3187 600
2498 5015 -314
9026 360 585
7068 6639 -31
8201 5364 -452
5417 659 -741
1383 7446 729
9053 4449 -916
6549 7913 473
771 5457 -963
6638 4091 -112
4569 3428 52
8817 3674 517
1673 3279 136
5732 2664 989
3822 1407 -442
6777 767 -175
8867 8684 503
823 8010 234
2654 3138 -117
3334 3992 -717
6547 5133 215
6076 2295 -4
7367 6977 687
1076 547 65
3889 5663 860
5317 5553 -209
6842 5933 -533
7880 6804 -66
3488 7154 274
3140 6418 -823
7478 3677 990
4335 1415 -130
486 3203 419
776 1607 705
8867 8541 -781
4497 8244 -375
1829 5283 -958
4108 101 -932
2127 417 -968
3871 1848 -244
7609 3179 -44
177 4384 816
8133 4689 317
1000 7012 992
1775 3051 -149
7932 7411 99
625 4805 388
1725 5968 950
1351 2558 363
6054 1649 576
1300 620 422
140 1293 -77
3164 6968 -515
8608 8237 914
8044 4303 223
7954 6933 78
3439 8774 -253
2774 4464 -138
990 6192 -964
8185 3051 607
6694 3182 477
3195 5842 888
5183 8924 -744
5471 5183 -41
8092 1498 -709
5498 2538 600
3655 7716 -244
3744 6181 971
2523 6931 789
1157 7502 507
4356 547 -468
5259 2061 420
8812 3666 830
7419 5551 878
5331 367 563
1409 3041 673
1104 4310 342
6125 6220 -612
2959 7126 -617
5624 6416 393
4994 8498 -528
8981 8366 984
395 6836 -333
8132 444 284
6881 7480 256
8127 5556 193
6875 1062 -426
4381 7893 342
1835 7050 610
71 2043 -165
1714 489 128
7010 424 473
1531 6523 539
1792 4181 -209
2046 4301 951
3834 1558 -429
2166 9083 -518
5977 2399 834
3808 410 335
2036 7734 -302
1481 4097 185
5691 7786 -817
3420 8577 -84
59 632 -881
3614 1746 -294
1018 3405 953
2593 1094 -697
6920 9001 -831
2754 6632 578
4998 3180 619
6432 9052 -297
1814 4503 38
1999 7441 -180
7204 3002 -230
6374 1176 996
4590 8020 902
841 7773 -372
8032 5484 -167
6704 5843 -303
5838 1126 -527
5529 3181 -975
5307 6288 447
4940 7828 -334
8606 7972 227
687 1353 -282
8597 7116 -93
3795 2433 -395
185 2900 -707
1735 4495 751
2551 212 -919
8400 8511 -177
499 8593 -100
2195 7473 590
8068 8532 -562
4513 3803 -647
7058 6431 27
6857 3572 902
187 4403 -553
3594 4953 459
1755 7137 20
3431 5866 -937
6802 820 559
6536 5480 -68
3672 1776 502
2018 7339 145
2901 6107 -873
8909 3471 -219
816 4622 -770
8767 5606 -8
5483 5582 227
5747 8375 -49
5159 5939 485
3699 235 -732
5542 5191 757
6631 9073 -676
2517 1693 -137
6974 578 -828
8070 8958 -127
1242 5228 -36
1655 4324 449
1267 8575 659
3297 8674 994
2994 5592 376
8726 5710 -671
5440 2631 749
957 4028 131
7188 1167 -484
8151 2743 -990
4035 3547 -779
3926 2869 -755
4247 2395 -531
7088 5031 -7
6180 1388 308
2322 5421 -923
4838 4851 333
8689 5023 27
2379 2933 -988
7326 5098 270
6846 7899 691
161 6541 418
7131 6217 220
5830 271 -766
9086 3506 109
3502 4875 778
5878 7730 -412
8640 1921 745
5855 4084 797
8410 3551 287
6496 7390 877
5245 5424 -947
6859 2352 -555
3243 2813 569
554 172 -88
7036 1805 932
2386 2729 287
2754 8947 562
6776 5319 -569
4508 1720 120
4929 7688 -352
7919 6826 -222
5589 8412 967
2937 5465 903
257 6272 187
5134 2078 -659
8070 4706 915
1189 7780 -23
7199 3661 -699
8768 4166 -344
8690 1230 -452
1270 2774 -303
5689 8664 -900
5984 4259 510
1464 8784 735
4788 6869 444
3557 7651 -94
8792 1403 -223
3375 9015 -271
4671 2074 -640
7162 4315 928
3318 2338 211
2746 4904 366
799 390 873
6905 129 434
6389 5786 -643
3057 7045 -728
887 7770 286
5974 130 888
6908 6512 -645
3340 2860 -846
9013 3779 -359
4906 2317 836
4738 5623 109
2901 6375 -832
8128 7047 259
2117 7516 -818
315 147 -453
5321 7295 -489
7853 7941 83
8393 7906 607
7442 8291 -368
720 6103 -865
4519 5615 376
8379 3069 260
5181 3486 533
4945 3510 916
5775 2940 934
5013 5292 671
940 6851 111
4306 4473 -528
6755 6770 -2
7002 6674 960
7941 1253 549
2050 8066 -846
1124 3552 479
9 4906 501
4208 7778 -553
7771 2401 482
6778 1130 888
8941 7530 466
2134 2603 662
60 5948 107
2149 7411 -695
929 2433 104
4488 8304 -122
6476 3174 -407
250 8308 182
6674 8705 96
4915 768 193
233 184 -144
2665 6966 466
4874 1303 681
3971 7866 132
8646 7133 608
6569 331 -534
219 1341 163
5352 3025 332
7850 4171 -154
3558 256 262
5974 6737 456
2690 2490 -454
8733 2014 -788
2143 3477 701
6529 6050 -241
4463 6445 587
6663 378 647
8408 6138 -765
49 4611 -118
6009 2917 446
4241 2805 518
435 8547 735
3256 8732 -178
7234 7368 927
7254 3932 484
922 1323 -717
6649 366 -317
2617 5651 -78
1464 6648 707
3643 30 -888
2688 3839 451
7990 3518 770
8301 8794 -500
1166 779 962
6218 6230 -752
1694 1424 -4
7405 7198 57
8712 2621 -900
5030 3789 -989
2219 891 -574
5019 8728 -803
677 6744 235
5669 5238 -337
7992 8709 -807
2429 6956 694
8118 7959 -72
6345 826 804
7224 331 412
2297 2179 615
9013 9060 825
4760 3728 943
4317 936 899
4730 7148 -651
5881 2270 310
5861 1730 -524
1012 5699 914
5308 35 795
1427 4375 25
4768 767 -875
6813 4482 -237
8051 6585 -301
6306 3247 -890
8921 8822 410
7148 268 970
6698 7345 -689
4271 3474 252
1188 7844 -695
4627 3258 12
754 1867 861
5261 8377 562
5584 3666 230
8131 6364 481
3920 574 122
7280 2069 -276
5199 4991 -296
974 5164 89
4925 845 297
8361 6078 670
1962 1490 -702
6867 468 420
765 1419 -509
2812 8267 94
3443 6646 301
5515 6222 -732
2275 4451 -570
1255 7617 -625
691 6550 93
6630 6343 190
2387 3511 210
5249 5010 -179
872 8982 616
7884 5501 -598
8250 5493 622
964 6636 -826
7042 1688 472
3682 8099 -379
6148 6974 905
3650 3891 237
6696 62 927
2294 4513 147
5851 7220 -628
3072 2436 -614
8815 1813 -90
5840 8472 159
4291 9102 -161
8977 2084 -250
8636 6794 -86
2131 8779 -464
1903 19 -702
5027 4358 926
7083 3835 343
6832 3865 -128
2123 3752 -340
2206 7623 -498
5719 3212 -920
6007 3359 -520
6964 5067 672
5156 7916 -412
2255 907 -36
6352 2017 81
5080 2177 -484
7735 4079 -398
6071 2843 -987
8594 1432 671
4816 7019 643
6599 1027 -606
7243 4788 37
6375 474 -43
3022 9022 -783
3438 3694 492
2934 3082 993
1809 8633 -148
4379 5389 652
2713 4893 -54
3139 7323 101
2783 6261 675
4589 8653 -230
676 7848 478
3958 1952 588
3304 5315 -781
3239 4230 -900
2914 1165 -673
2408 4365 -585
3967 4 554
3615 3966 802
7591 1742 -188
4000 6564 -223
49 2410 347
5066 2674 -557
8661 2777 -326
2715 2737 713
1542 8167 -19
489 611 743
4386 1164 -436
8294 1736 554
4748 2364 -915
2688 8260 -446
7019 5404 -540
7686 7639 358
7612 4211 -918
2103 8305 -228
8575 8466 -392
2745 845 -443
120 4283 37
6162 7476 -732
1101 5330 -824
9040 1476 -343
8696 1374 56
6731 8191 -796
699 1890 -773
8778 4493 -879
8472 1721 -744
4686 8919 -715
8626 3665 438
1971 4370 -273
5352 8289 -201
8641 7921 -835
1934 3581 421
5891 4594 -24
3897 2748 275
1514 4351 -231
6229 4075 564
5786 1854 108
7463 933 -297
8198 30 -972
471 3376 -201
2057 210 222
7798 5271 468
2395 5344 -287
3397 46 183
3174 6168 -825
4892 3514 449
4561 4693 -675
7286 6636 987
8220 8754 428
8322 5781 744
8841 5295 347
746 622 -302
1734 5621 -881
3096 3842 505
7019 7447 646
7925 4586 -149
1314 2553 -728
5941 3442 -721
437 5794 129
1515 6144 625
2251 3978 -208
5201 6273 -793
4106 1040 -375
7044 7915 982
1630 2727 968
6007 3213 821
5542 5519 942
6760 726 -844
7092 3866 -958
4645 1248 -200
7441 6062 295
4640 7026 -200
8063 745 -72
4601 1420 -428
8346 3296 -149
7899 409 610
6160 8679 890
7024 652 22
7296 5392 278
5871 7299 -701
3872 284 558
1835 2477 -211
8159 7003 661
5057 3535 76
902 5873 -864
470 1402 -311
2965 3190 -201
1464 1941 737
2409 3829 -321
497 3963 -879
814 8350 -32
4040 8059 502
7168 1306 -254
7025 1134 -436
6810 2748 804
5983 6932 180
8666 210 -33
