17
822 1934
375 785 904
89 156 710
336 153 399
862 897 569
147 707 354
558 195 114
61 589 612
529 250 874
611 386 870
389 602 43
659 405 397
303 661 962
585 477 767
166 15 35
489 665 468
830 433 325
149 105 828
573 383 514
358 415 804
686 64 694
651 137 42
751 843 465
184 258 331
456 642 233
634 655 78
548 535 438
275 307 328
543 562 613
786 782 368
192 570 469
901 642 742
252 356 775
201 153 652
681 16 547
89 115 128
570 291 111
517 144 36
575 196 554
285 61 576
144 654 893
871 189 635
488 826 978
548 50 29
393 296 854
893 122 793
354 216 913
173 188 556
123 729 115
378 396 454
502 395 966
590 352 53
79 447 59
799 232 642
284 774 781
623 188 777
509 678 293
818 908 387
81 878 52
86 638 541
69 572 761
145 239 53
378 653 119
255 210 471
84 663 776
403 147 889
712 657 990
720 557 727
528 908 994
549 639 536
535 350 900
434 655 798
658 550 369
325 656 138
266 420 459
682 264 597
333 677 550
476 818 912
833 675 952
804 69 844
878 599 961
746 862 779
485 244 801
605 699 73
339 344 675
809 715 702
687 774 269
302 59 965
602 272 161
15 467 126
91 312 882
254 461 981
142 406 887
449 252 68
166 478 55
121 461 230
145 387 368
278 728 111
296 42 144
17 583 149
312 173 426
305 63 574
626 470 19
193 590 564
588 230 222
808 15 687
350 477 593
165 49 173
404 811 473
306 447 116
563 816 338
213 20 555
476 77 858
680 578 340
904 423 476
578 594 633
212 765 168
149 36 181
902 711 495
57 363 568
684 489 390
57 171 270
198 461 485
530 16 467
866 590 138
577 828 935
288 510 999
376 774 773
391 164 982
696 206 979
746 227 503
21 287 255
654 445 424
158 528 620
699 202 678
81 416 538
22 7 635
703 558 724
243 295 305
675 884 617
473 185 386
676 553 979
484 592 805
887 899 394
636 419 74
667 375 248
373 309 526
541 588 511
698 224 307
61 147 311
547 432 693
701 575 897
787 293 911
790 652 611
794 917 866
464 584 327
887 446 137
248 858 683
54 819 849
759 616 234
727 876 161
426 397 917
814 374 415
393 476 639
722 11 240
336 2 45
878 75 618
87 432 741
697 557 504
171 152 643
696 255 101
428 66 468
593 452 9
419 451 159
545 254 103
535 774 222
509 758 250
455 403 298
132 333 493
784 444 379
143 746 278
101 783 981
237 373 87
382 511 665
297 463 275
455 643 270
17 273 623
393 459 583
790 54 389
376 800 682
626 242 49
396 569 908
677 298 775
701 276 755
839 191 641
276 552 383
76 389 166
546 376 143
782 674 224
173 889 72
314 441 183
596 592 971
563 125 788
166 227 485
648 759 493
509 385 367
854 197 503
751 640 602
67 553 717
625 597 28
392 644 933
866 851 81
469 553 766
669 461 921
644 58 207
590 48 168
637 466 226
654 771 753
700 293 343
712 326 593
339 853 935
738 805 865
561 18 970
550 361 551
332 753 900
317 403 557
837 562 255
819 532 349
114 201 60
491 343 971
778 535 235
377 392 592
133 567 343
126 638 678
757 851 666
27 36 554
598 878 23
711 797 372
904 337 249
261 767 192
771 360 333
599 560 319
413 685 318
796 376 293
687 706 687
239 731 563
89 106 308
785 304 480
800 555 242
608 238 560
310 565 260
424 217 375
779 379 300
267 726 335
430 727 364
768 160 485
643 674 162
246 761 209
198 167 74
13 527 225
346 316 467
735 565 382
421 153 226
251 865 339
923 491 431
105 464 490
600 705 406
628 561 390
147 625 119
203 266 445
718 71 433
492 389 713
551 40 335
698 457 935
269 71 843
617 605 318
94 338 350
848 34 353
607 323 958
440 517 742
863 476 943
911 135 695
889 158 910
307 727 20
590 360 829
358 802 174
348 79 595
738 214 863
350 450 592
850 11 655
307 158 816
122 292 626
257 206 709
203 847 542
442 611 329
487 79 833
322 850 196
379 815 57
651 614 532
108 531 54
139 377 879
259 629 164
858 796 876
402 846 995
357 673 930
220 54 955
382 414 629
674 29 163
692 366 822
233 595 753
406 735 680
782 46 513
370 124 206
99 432 660
846 607 23
550 438 731
915 850 584
720 511 816
635 316 843
241 853 712
775 750 984
574 208 913
595 537 803
322 740 129
382 258 361
3 691 789
845 517 914
4 890 794
405 331 597
878 641 41
254 488 381
379 459 97
806 29 647
904 433 756
592 784 281
693 703 34
260 742 956
100 289 954
465 679 977
540 33 796
93 901 254
132 462 664
578 44 473
860 876 239
11 471 929
579 790 569
675 584 611
168 209 472
267 655 435
734 32 268
188 813 20
590 743 742
622 3 659
362 454 224
248 828 592
483 2 478
808 529 666
291 156 868
460 193 979
170 126 346
883 287 794
207 323 404
658 211 484
782 239 378
541 580 241
807 98 556
610 81 220
795 812 51
837 254 724
50 55 699
817 332 623
903 212 975
160 213 567
673 463 285
168 775 694
43 616 401
737 386 176
560 862 497
770 880 566
894 762 281
294 382 192
864 599 943
789 488 312
234 320 509
724 15 170
266 85 616
296 487 567
452 507 793
569 111 538
397 62 186
347 506 429
548 706 656
807 800 958
57 350 891
807 871 71
399 36 21
71 324 507
363 430 520
591 222 83
609 601 247
426 574 574
137 1 950
686 739 862
93 895 282
167 536 936
734 302 720
921 784 964
511 845 748
667 252 541
557 750 719
204 98 726
627 739 116
200 397 422
162 609 950
826 889 871
328 184 278
474 737 141
571 856 893
491 613 800
808 32 457
535 571 664
27 601 17
15 247 766
344 705 741
532 612 871
387 356 983
787 4 38
275 165 344
76 294 631
119 91 710
653 813 55
871 621 786
639 129 487
720 920 591
855 553 548
110 507 685
753 843 926
383 653 580
306 643 634
480 223 326
137 343 268
559 511 13
156 415 505
361 681 564
632 892 158
602 411 320
417 490 449
261 683 867
660 116 457
617 421 264
654 319 709
569 616 315
769 618 356
13 399 445
665 285 654
922 436 615
658 23 80
506 306 245
23 436 627
360 503 191
573 103 759
253 416 813
846 470 425
445 899 230
178 692 488
694 529 685
72 672 266
54 245 226
171 642 400
312 9 661
78 884 879
745 137 841
737 203 499
592 594 961
424 610 213
97 447 692
779 794 855
459 682 963
613 508 53
786 77 283
450 430 784
155 316 282
547 513 709
806 335 155
121 260 782
118 167 589
144 389 474
622 25 391
465 319 986
714 550 410
838 681 133
353 682 878
433 115 557
781 555 988
462 488 175
776 895 574
578 641 603
543 182 970
599 40 36
899 731 218
491 687 628
525 760 498
437 865 141
546 726 929
776 279 898
788 779 572
752 247 249
387 184 454
525 858 193
469 416 850
826 19 750
77 576 800
314 602 297
866 824 955
863 490 59
139 413 127
426 554 643
773 405 853
642 56 183
475 120 928
505 891 336
774 825 170
122 881 260
310 29 133
226 665 887
43 323 699
733 570 97
660 377 749
891 352 69
258 43 909
270 706 707
904 584 299
657 669 611
440 603 373
5 726 711
692 877 96
676 69 911
632 433 614
458 239 536
268 143 878
50 783 927
766 628 261
236 649 832
653 602 742
431 421 394
231 745 194
834 626 51
114 19 535
756 918 195
376 739 443
398 482 551
274 714 849
504 378 224
139 689 224
846 820 608
392 246 282
777 419 395
605 354 916
334 829 189
651 355 585
671 690 4
803 724 53
837 421 117
579 230 705
461 425 217
230 380 633
379 431 707
912 131 143
400 254 896
29 881 570
900 396 873
272 485 11
609 347 460
248 449 794
896 888 704
157 364 65
888 316 351
482 661 97
334 316 853
108 157 302
825 223 81
321 858 324
726 760 570
885 368 808
103 14 314
26 229 848
725 638 463
304 760 500
858 776 829
333 113 334
827 646 409
766 280 876
399 100 975
452 301 734
211 675 565
334 717 12
292 886 24
95 119 461
329 686 735
763 535 423
597 616 486
657 313 844
885 684 209
19 111 95
159 270 166
917 105 606
318 541 872
836 690 857
277 185 389
871 319 777
778 185 503
572 725 200
360 48 152
724 735 996
26 242 400
78 5 887
684 284 539
547 681 140
391 221 822
883 107 455
12 467 713
551 705 246
972 1665
230 507 658
821 343 867
226 304 97
366 451 527
74 261 133
171 37 526
593 320 875
500 597 852
327 197 288
59 54 16
926 338 346
400 210 102
463 269 857
930 544 577
198 785 700
168 73 856
348 116 395
267 910 60
953 733 178
570 571 848
490 390 158
230 86 477
762 710 890
452 889 908
890 372 386
388 57 269
698 380 361
957 959 175
72 424 914
442 101 248
166 957 25
96 317 323
256 915 233
178 581 731
909 680 591
332 478 905
800 107 230
58 834 152
169 550 423
764 61 232
935 391 333
367 53 415
381 338 553
761 465 775
702 779 949
829 182 568
36 865 17
85 651 166
742 707 760
714 927 464
653 695 492
220 105 414
831 367 501
54 184 811
78 499 166
65 394 964
847 20 816
761 495 276
830 226 987
756 132 24
551 402 230
133 566 132
590 859 977
884 420 190
540 464 515
206 808 797
145 22 199
489 288 620
186 72 920
431 556 855
762 391 36
818 183 563
942 330 315
424 160 252
465 883 897
289 304 999
585 911 55
4 250 151
14 347 899
697 421 139
631 337 752
919 421 727
270 796 241
891 7 850
244 579 912
933 387 435
930 529 56
533 764 387
552 167 433
521 217 311
942 671 905
671 90 611
68 769 980
290 629 237
956 617 682
772 368 8
750 427 598
172 569 168
717 495 609
79 146 979
374 409 825
297 40 24
441 419 196
439 477 971
722 459 35
547 463 51
770 860 969
345 364 37
88 619 808
217 884 79
140 249 703
11 201 723
498 795 205
419 872 15
339 565 984
309 116 747
692 229 688
95 967 438
962 632 96
884 83 473
118 821 766
92 494 18
701 791 194
971 752 352
560 446 609
172 519 225
765 104 643
60 260 951
719 907 756
261 834 682
920 882 494
870 449 40
369 386 696
608 323 937
453 56 178
793 620 559
815 631 613
409 48 881
642 639 528
784 906 702
371 279 855
51 20 568
967 950 187
597 405 745
153 162 626
72 905 242
861 858 891
708 474 929
717 693 292
506 292 904
241 153 582
699 666 260
782 645 775
758 789 248
423 565 186
604 882 201
399 871 386
41 78 992
356 163 729
632 665 397
685 403 931
800 650 474
513 120 133
909 157 18
264 273 938
403 212 427
440 281 432
254 784 811
345 65 174
498 881 968
117 18 297
739 227 773
10 739 504
33 314 961
26 789 26
810 662 50
166 797 765
680 176 226
924 432 141
705 299 96
319 364 663
121 512 351
555 843 69
204 493 306
17 834 386
372 766 21
926 247 862
60 400 854
479 339 97
265 497 658
385 629 247
34 58 784
581 588 222
66 97 967
571 880 299
120 966 696
400 853 971
735 926 756
871 888 305
855 71 298
522 888 448
324 896 599
42 357 937
334 193 80
783 382 883
377 801 708
969 600 282
350 200 756
749 245 251
788 414 370
111 584 572
798 163 183
272 604 982
574 739 764
715 158 523
450 571 993
68 302 622
658 448 814
783 785 50
212 257 578
693 193 760
872 664 620
573 684 50
313 283 998
149 922 760
385 763 472
846 780 593
889 156 102
256 610 282
603 782 621
495 621 390
581 391 447
714 635 779
507 646 662
147 444 686
329 32 340
959 957 791
701 526 706
248 71 700
371 91 791
673 858 469
910 743 267
770 11 793
703 915 81
567 664 351
655 730 285
477 892 319
187 423 378
856 609 732
166 184 789
184 760 944
632 263 247
789 714 515
638 692 504
690 888 745
134 251 547
35 668 745
129 462 440
524 811 764
586 820 671
712 276 181
67 461 159
274 389 513
950 108 387
128 394 821
135 229 521
417 127 294
937 202 624
931 370 291
291 833 576
247 264 606
807 28 865
706 596 701
838 414 829
453 449 433
203 55 214
286 679 177
201 424 605
941 823 889
536 383 221
554 55 744
276 215 179
3 867 972
339 279 741
700 444 200
681 608 556
548 610 761
609 68 212
460 62 656
299 951 869
576 218 423
422 141 799
194 945 187
628 863 550
212 151 449
133 849 580
925 776 315
641 882 744
670 686 540
197 123 724
610 129 269
301 469 646
589 964 420
149 574 329
114 482 941
342 129 408
711 310 484
897 943 816
155 375 764
615 524 155
125 469 158
847 774 183
118 908 392
628 485 644
444 212 901
354 631 209
158 784 97
855 398 497
844 211 762
854 617 37
618 28 748
656 77 288
152 345 499
9 755 920
582 835 45
342 931 420
90 78 196
676 915 887
412 397 776
885 139 340
268 416 397
890 383 757
423 349 153
24 316 985
613 616 46
880 837 232
184 468 891
691 490 871
126 233 589
504 761 770
273 611 95
706 356 850
767 412 168
770 833 332
738 645 595
169 784 654
912 98 945
523 209 593
469 369 969
211 167 419
295 41 718
399 709 811
97 609 331
179 853 646
906 369 462
163 326 333
830 217 732
424 831 444
672 870 341
415 897 103
893 159 592
281 879 43
956 460 460
108 692 832
109 675 586
246 66 486
66 380 297
485 256 381
800 727 363
83 244 898
665 304 461
967 68 690
694 781 671
14 121 985
100 472 422
270 233 334
536 957 615
925 163 537
800 376 627
897 72 86
264 522 126
822 912 178
554 448 724
44 238 755
956 59 849
246 409 994
610 508 299
794 850 993
352 77 339
897 549 872
760 272 311
568 409 101
920 818 453
84 865 966
168 666 426
813 141 512
161 256 238
157 623 297
156 29 825
570 694 929
835 558 546
493 262 185
881 917 661
739 456 247
385 10 539
42 930 858
340 3 451
512 36 961
845 846 223
555 500 342
24 84 876
326 196 527
755 536 911
187 417 97
380 77 332
428 255 769
665 459 458
196 516 905
504 111 837
865 336 192
788 268 182
659 866 866
373 184 688
95 881 70
967 377 168
151 572 997
881 916 13
415 921 668
629 367 680
519 728 162
744 739 914
907 732 943
730 810 145
280 604 741
682 935 943
272 30 435
531 459 717
820 566 660
834 354 284
413 718 965
25 247 238
539 348 800
893 553 603
805 936 43
754 222 211
592 554 423
501 206 596
311 454 940
962 261 791
126 675 79
178 825 61
835 535 580
115 679 714
512 728 169
104 646 632
10 379 562
470 434 724
447 319 598
557 449 331
562 339 667
669 135 934
368 378 706
63 373 322
418 847 98
731 713 184
683 79 43
66 832 726
205 498 812
900 546 834
485 621 979
59 523 536
13 236 382
340 782 566
743 242 85
884 744 642
571 342 877
648 34 65
645 22 881
177 939 738
568 100 679
143 941 528
804 416 811
307 40 226
101 708 391
303 436 239
895 283 991
557 401 615
384 562 67
716 778 997
662 968 205
517 947 960
730 598 158
147 696 240
817 524 864
316 683 334
499 125 789
878 144 816
926 78 262
25 607 69
816 587 913
804 16 89
852 493 342
277 247 258
234 341 272
567 418 484
184 775 999
85 540 322
43 904 182
675 97 499
468 755 192
946 406 563
233 277 270
822 836 211
424 480 419
600 102 735
295 890 335
610 259 130
571 798 60
723 525 214
798 712 365
702 333 252
860 643 503
846 297 26
392 920 18
896 679 813
963 256 184
185 406 418
753 67 543
269 875 321
312 266 611
432 743 849
892 366 92
865 174 495
743 23 55
190 530 394
865 764 251
254 477 275
392 580 692
652 181 406
162 498 110
163 633 655
453 834 843
712 924 284
455 493 960
99 832 169
21 751 611
527 898 92
540 400 717
898 536 501
419 406 968
144 349 529
697 171 602
297 674 778
187 627 849
473 638 597
424 541 767
400 796 100
559 939 792
658 130 599
442 441 61
200 916 729
145 193 249
884 85 958
817 250 412
787 450 602
137 515 466
526 953 49
653 894 450
779 246 425
759 801 94
646 689 667
537 819 2
423 147 521
707 580 628
266 793 107
641 928 172
278 230 991
845 344 630
14 474 48
722 810 767
929 70 399
503 734 731
629 562 756
638 45 809
109 890 202
52 672 699
244 372 553
825 221 735
763 772 708
319 549 212
803 792 639
264 511 50
491 569 926
472 501 941
857 706 99
316 795 958
491 911 771
223 226 850
432 118 383
913 401 286
26 183 557
892 727 750
938 436 568
498 832 621
871 954 951
632 302 668
224 210 605
166 212 904
347 746 328
457 40 131
942 699 38
34 313 844
128 854 812
460 908 775
939 665 250
678 9 340
54 918 175
880 627 351
735 498 362
604 338 574
568 271 299
239 862 847
212 729 415
64 237 841
678 13 146
754 38 421
659 504 111
621 831 849
333 42 776
660 360 865
555 353 941
178 3 610
166 615 16
831 616 244
266 600 813
622 153 741
77 108 727
719 251 887
913 109 333
238 4 871
625 804 619
126 795 267
38 850 348
486 453 583
469 945 683
940 404 413
296 246 218
621 351 44
457 37 456
592 849 188
176 671 673
550 416 675
441 412 943
573 919 378
25 548 870
50 423 926
605 808 31
820 651 681
128 870 316
675 301 155
138 943 324
276 421 234
674 80 82
815 556 554
137 579 44
831 560 452
604 736 243
833 623 215
366 569 909
523 63 470
173 917 561
450 657 590
940 643 68
816 962 455
76 44 743
565 820 560
354 533 623
599 269 590
229 665 200
114 614 132
516 459 554
368 526 460
400 610 748
568 594 434
642 909 10
724 835 478
22 784 637
624 972 858
926 365 792
493 117 29
44 751 75
368 211 801
873 100 992
359 23 967
761 709 640
745 226 721
747 565 950
449 888 775
637 774 670
498 235 483
814 58 822
48 426 222
972 440 382
949 217 424
522 954 39
701 288 205
350 279 53
50 621 762
767 478 214
536 895 283
46 928 502
914 772 923
953 349 922
88 903 371
195 965 243
842 135 549
927 687 789
748 900 166
311 434 15
877 795 167
549 807 221
174 628 755
262 936 751
472 959 477
662 185 895
581 842 526
639 512 474
233 844 379
248 659 816
326 388 875
143 530 795
643 538 480
849 601 57
810 427 815
701 306 154
888 419 965
18 622 625
333 591 533
61 935 24
167 500 619
758 487 305
62 562 952
843 219 386
947 840 505
708 966 88
686 504 709
148 358 138
50 35 361
911 60 788
221 211 406
444 79 903
4 215 506
5 687 874
306 310 663
854 944 835
667 39 37
394 914 910
155 518 22
876 748 754
310 778 755
382 171 272
613 230 751
668 495 566
681 730 392
304 563 790
140 245 604
772 360 866
865 641 215
435 861 440
632 430 23
28 73 724
105 415 372
781 338 545
305 415 291
58 390 192
23 124 862
440 845 425
727 327 439
833 603 374
265 233 937
205 535 925
121 498 461
593 625 797
550 15 831
370 83 533
932 958 823
906 251 143
966 521 762
7 658 984
14 690 769
690 511 537
601 98 925
383 618 526
666 308 214
392 8 333
506 808 795
285 439 162
42 642 4
897 591 382
292 29 355
774 465 51
733 11 939
341 682 136
837 58 471
822 206 785
639 706 95
581 207 407
682 668 638
268 489 309
114 68 449
472 494 66
1 92 418
91 373 502
626 858 737
455 453 496
956 949 550
242 759 676
813 439 422
888 157 550
292 140 607
899 472 218
800 30 955
151 473 218
415 438 17
291 746 906
284 729 462
176 326 396
737 686 927
341 480 163
363 436 110
936 934 370
94 462 366
895 699 87
368 928 153
235 852 556
78 692 91
42 854 358
279 573 247
139 509 87
204 337 577
615 915 2
247 175 164
624 604 905
280 917 150
105 549 44
970 187 124
931 315 782
552 421 746
26 792 616
392 342 649
789 128 491
553 721 538
125 629 395
315 127 855
664 214 763
450 191 373
875 368 10
838 730 983
629 613 293
192 207 797
624 98 107
257 208 659
936 44 940
68 752 549
549 934 183
837 586 656
793 582 383
52 919 50
393 312 18
263 543 295
571 426 886
929 271 737
729 604 701
943 704 574
376 944 322
957 35 624
248 924 318
965 802 146
933 542 304
695 558 393
304 789 892
54 449 757
47 406 223
34 12 658
223 4 191
692 233 487
816 159 304
652 382 833
712 420 975
923 106 532
234 268 118
874 916 935
827 840 258
343 929 917
97 651 915
919 514 463
780 653 929
362 236 25
289 596 152
368 140 344
464 746 467
839 141 853
441 568 939
773 883 327
697 476 908
326 704 759
122 212 136
140 494 219
85 821 615
905 583 423
130 801 780
96 643 186
211 637 791
757 395 15
473 733 840
403 445 151
60 388 219
419 964 68
965 646 462
208 439 519
461 136 947
719 838 497
593 867 911
57 729 740
212 719 177
230 257 691
190 644 816
290 74 649
571 321 609
59 697 370
360 837 621
296 9 241
253 885 806
682 27 841
547 967 333
32 568 937
354 930 806
316 339 348
26 158 411
546 627 852
802 162 261
909 933 938
437 693 638
391 484 677
780 661 320
877 452 709
681 135 1
514 773 43
291 622 280
190 943 161
196 16 163
301 890 294
789 817 901
106 14 671
440 948 463
492 230 362
623 495 131
866 390 321
246 114 746
173 90 349
382 640 306
604 311 43
361 263 51
29 155 406
420 80 585
631 179 201
957 890 728
678 152 573
626 104 262
504 671 888
781 355 444
761 214 138
184 161 684
230 782 428
761 551 227
376 116 342
435 570 553
580 465 327
11 200 691
711 298 903
265 20 582
900 170 280
8 332 131
509 670 672
240 285 657
130 186 129
883 145 919
132 315 9
484 212 809
167 275 969
549 629 879
575 146 21
263 171 90
371 485 858
142 888 401
306 93 148
742 209 285
339 725 159
10 275 311
176 40 215
953 139 218
904 817 616
268 582 6
732 102 680
799 96 492
287 234 497
680 642 595
18 449 928
717 219 815
248 255 388
196 594 907
677 40 635
640 586 306
731 145 246
627 197 987
57 461 403
350 242 790
456 257 722
809 20 869
638 138 820
549 544 691
727 344 757
370 150 715
39 672 728
58 268 308
458 909 544
689 215 500
249 965 957
38 426 306
258 544 902
230 328 608
362 141 652
308 903 454
383 607 873
539 227 309
448 417 944
162 6 551
966 103 756
911 847 287
316 215 287
38 456 126
695 620 894
553 56 770
67 46 617
529 650 798
592 445 582
89 74 792
596 146 861
125 116 741
437 207 764
378 236 233
871 856 851
404 599 558
73 525 894
956 131 101
146 843 956
543 276 223
412 775 618
190 809 333
155 681 195
22 202 92
423 854 995
138 34 371
965 777 737
40 673 278
710 795 861
14 803 931
670 864 479
557 960 764
869 786 401
131 256 371
791 81 265
707 483 953
167 386 245
664 305 637
398 159 152
65 574 840
755 287 924
345 216 322
787 854 889
75 912 266
549 163 141
557 310 772
625 591 176
422 59 456
372 911 124
47 125 730
493 155 937
401 236 695
899 439 867
964 343 863
830 412 582
627 553 224
862 78 824
10 906 938
665 363 16
38 675 926
11 468 939
621 960 480
158 934 831
746 528 932
31 255 404
201 617 457
614 945 463
960 909 249
668 751 87
639 167 761
672 540 257
191 750 584
384 736 162
641 235 227
807 308 859
684 583 610
273 352 669
642 773 326
886 427 63
810 502 507
789 215 856
694 286 189
882 648 934
338 25 44
438 874 943
613 357 978
25 724 105
691 839 201
472 76 106
679 704 282
812 329 109
783 98 385
10 92 288
627 615 997
393 818 343
693 294 677
507 569 846
408 848 132
390 380 930
39 797 959
195 186 588
633 200 688
320 562 204
721 47 817
295 210 113
173 500 878
772 202 70
254 235 113
813 258 281
424 829 973
332 54 724
724 956 195
793 614 692
929 708 681
741 396 463
354 704 982
215 104 243
64 900 721
418 86 358
18 921 814
451 297 72
827 272 572
910 675 814
11 215 258
246 163 689
635 862 149
565 328 682
425 564 637
900 162 816
503 592 783
307 273 918
853 364 867
701 593 723
476 887 646
349 287 604
641 656 624
603 938 86
471 73 424
930 17 366
955 761 977
221 463 298
90 533 301
514 217 379
708 178 734
895 223 27
466 866 18
282 369 421
741 445 657
918 226 776
453 306 734
678 469 991
294 434 56
516 367 142
459 558 847
792 393 233
484 391 936
196 34 369
773 770 660
666 320 970
937 430 65
338 913 695
647 239 865
603 805 285
679 15 533
369 498 545
593 531 816
575 144 407
810 807 708
64 381 396
84 709 498
536 294 869
202 397 420
265 624 376
31 103 860
690 75 326
20 534 689
953 267 294
518 172 83
822 349 171
928 535 302
255 785 246
906 716 437
573 964 405
321 832 256
68 233 772
400 834 370
892 572 58
434 891 840
402 456 668
775 449 436
843 322 746
239 373 814
789 688 863
483 191 267
920 68 951
18 304 582
381 697 887
556 387 941
247 504 30
443 216 274
585 821 181
112 163 317
300 915 22
246 543 532
251 135 437
302 868 3
298 809 874
790 138 861
112 543 538
84 657 21
461 907 714
304 910 81
23 267 873
884 246 779
213 208 685
158 662 368
968 242 171
904 65 561
802 778 51
372 535 4
717 617 689
212 550 922
491 326 311
546 765 818
851 591 392
197 861 221
836 49 372
403 369 39
181 434 962
788 853 354
642 127 867
214 394 637
847 283 900
881 938 672
873 181 831
249 314 334
863 5 646
871 373 775
886 319 241
848 842 461
412 508 188
843 831 374
260 177 290
497 406 572
402 17 357
887 18 647
666 399 218
645 766 735
682 660 498
100 121 646
320 478 282
702 421 157
190 324 701
167 435 562
706 737 611
736 109 960
948 386 663
620 683 993
263 897 711
108 372 186
922 230 463
474 784 729
152 666 218
657 578 828
768 424 99
316 590 13
614 186 711
552 485 73
312 634 594
908 457 676
62 376 10
626 814 53
374 839 40
362 818 522
808 935 472
243 791 154
427 937 274
608 688 426
597 207 567
793 750 57
190 592 734
520 312 419
39 967 747
272 545 199
629 446 608
623 444 565
266 916 273
497 476 865
293 160 675
846 181 73
154 37 126
760 77 835
599 714 123
852 948 429
789 41 74
510 551 663
354 338 1000
479 481 690
388 733 912
271 48 868
439 185 743
109 416 313
131 87 720
955 548 644
877 289 248
851 517 528
802 375 793
855 72 167
821 454 808
359 330 269
498 10 250
142 70 386
281 474 192
935 869 423
474 716 476
924 423 443
782 781 881
922 325 715
209 777 698
317 229 217
315 465 748
10 485 973
411 305 126
509 416 632
106 129 534
709 934 941
521 6 438
285 567 359
687 955 817
696 403 109
53 259 942
136 344 578
24 53 961
461 542 689
162 809 441
666 590 849
166 732 929
450 389 713
42 724 882
548 832 398
478 527 613
243 971 777
887 543 653
378 647 148
192 366 258
818 552 395
802 199 633
523 287 378
879 195 140
60 520 493
408 921 254
578 323 270
711 395 844
909 43 685
600 854 399
755 943 579
944 312 722
296 904 395
452 878 740
793 692 706
868 655 106
357 917 429
895 277 265
244 664 608
286 838 342
191 177 361
564 388 994
275 13 507
882 801 361
517 873 593
801 696 826
414 566 63
707 644 551
312 701 79
501 253 315
367 785 813
525 172 858
373 613 403
488 341 746
882 74 314
723 662 729
714 374 285
145 876 867
74 625 921
482 142 196
313 864 875
663 562 667
550 866 341
89 789 562
284 151 715
935 114 363
587 294 578
854 500 190
951 573 27
658 925 613
367 14 4
128 45 781
549 254 162
787 211 240
888 252 938
12 76 186
875 823 223
584 943 624
810 536 750
400 705 34
434 493 22
440 462 310
267 398 95
7 681 196
753 577 490
699 322 434
524 492 141
36 173 450
210 437 754
618 462 428
401 731 451
810 458 84
444 496 741
174 748 773
451 439 531
588 903 584
801 721 697
488 87 940
681 774 658
909 63 418
137 641 381
683 17 265
791 392 110
101 92 972
626 809 377
726 246 285
404 39 674
863 913 90
366 848 7
266 688 517
666 838 409
17 952 402
477 942 159
858 331 980
402 224 838
328 663 884
384 461 819
109 469 125
181 775 678
201 419 762
667 651 546
531 242 662
887 345 36
111 921 724
756 17 581
420 819 120
420 767 400
824 666 145
827 613 852
221 117 495
566 733 50
785 254 888
584 104 637
774 174 658
170 187 212
869 37 677
215 801 885
363 173 972
932 921 548
759 953 627
754 884 753
396 717 653
794 824 950
286 742 11
909 954 679
397 942 344
116 853 267
559 148 990
97 834 187
516 600 452
626 111 452
596 696 2
586 808 74
790 800 477
391 575 816
318 773 900
910 573 727
608 860 883
64 887 486
800 830 637
940 784 994
678 660 808
140 947 516
894 650 753
566 662 741
932 785 360
95 6 357
810 749 483
541 558 103
98 80 561
611 296 953
417 828 94
396 857 448
96 123 521
642 486 845
82 830 25
297 657 830
938 827 919
886 882 757
668 528 44
29 228 559
690 768 801
158 912 430
793 896 644
812 529 942
217 60 110
860 208 773
370 702 407
538 116 361
111 9 993
253 915 506
552 122 527
647 233 739
391 248 340
784 700 544
25 331 585
927 177 147
381 852 881
248 324 577
817 497 910
649 650 251
396 963 954
222 970 146
833 692 909
628 935 756
583 710 174
338 149 528
562 600 506
587 488 66
961 633 255
362 277 606
644 557 65
407 823 629
215 38 369
205 369 867
630 409 302
845 688 883
117 43 361
474 715 242
393 571 566
911 605 961
455 940 20
396 629 687
336 497 64
834 811 900
587 179 878
45 828 826
939 937 548
333 711 885
639 662 635
62 371 44
748 565 907
324 473 925
717 822 979
227 29 472
595 904 162
189 709 497
820 673 651
693 640 475
528 823 37
373 181 774
433 682 723
545 63 322
616 694 474
105 658 406
473 538 611
752 943 868
86 6 482
776 145 430
828 806 789
587 314 964
571 467 685
629 152 71
614 182 940
301 245 83
956 831 259
143 826 851
697 742 864
91 681 932
249 508 258
339 972 3
452 927 883
574 292 965
68 280 103
99 788 85
491 136 490
213 331 196
372 637 346
636 9 381
278 314 707
291 600 598
728 22 506
5 139 149
610 507 108
206 11 406
761 662 609
159 940 66
547 422 722
257 233 122
107 13 782
555 704 256
367 917 413
287 889 706
878 488 478
639 132 95
224 398 817
333 252 490
143 606 870
130 30 596
867 677 921
823 803 940
205 736 326
84 320 951
329 799 553
909 942 998
784 954 968
124 74 227
957 436 71
970 238 710
329 776 629
966 652 428
218 204 302
680 967 798
870 1689
607 507 415
10 115 563
648 730 459
370 583 641
468 95 55
361 470 898
131 578 569
282 37 56
499 197 114
205 65 738
457 184 124
637 338 722
186 865 903
837 709 23
5 486 301
454 653 398
132 255 198
573 726 667
74 169 33
481 256 711
741 445 717
325 374 754
542 72 624
59 336 669
296 659 292
427 565 178
498 348 314
656 460 858
769 436 881
797 796 175
552 93 120
809 491 290
543 184 54
711 623 899
420 247 962
351 247 484
289 543 256
842 382 196
569 380 3
790 60 555
576 202 611
476 779 593
775 183 547
695 430 813
